name	Biocide	Metal	Heat	Virulence	Acid
NC_013303		cadD			
KM400601					
CP029943	qacEdelta1	merC,merP,merR,merT			
MG197503					
CP032360					
KY000068					
CP044633					
MH594477	qacEdelta1	merD,merP,merR,merT			
AY178821					
CP028595				ehxA,espP,etpD,katP,toxB	
CP038611					
CP033781					
CP011314		merC,merP,merR,merT,terB,terC,terD,terE			
CP016851					
CP018881					
CP035289					
CP041530					
AY082384					
JX294730					
CP022091		arsB			
CP027861					
NC_009788					
CP026584					
CU459139					
CP040597					
CP020494					
AF440277					
MG212498					
HF560650					
HG796540					
CP034654					
CP026329					
CP033774		arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
CP020936					
AP017567					
CP004859					
CP027168					
HM560027					
CP002693					
KX957968	qacEdelta1	merA,merD,merE,merR,merT			
LT985312					
CP004868					
NC_012723					
CP023707					
AB086443					
CP024332					
KP899806	qacEdelta1				
NC_012112					
CP001194					
CP035335					
CP040999		arsB,arsC,arsR,mco			
CP024926					
CP035941					
CP004076					
CP026576					
CP034877					
CP035209		merR,merT,silA,silB,silC,silE,silF,silP,silR,silS			
NC_004059					
CP023931					
CP037097					
CP014600					
NC_021977					
CP014088					
AB444205				cpb2,etx	
CP024388					
KJ586856					
EU030683					
NC_013667					
CP028784		arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS			
JF834911					
CP009566					
CP011570					
NC_001388					
LN824135					
KF056330	qacEdelta1	merR,merT			
CP030854					
CP039857		pcoA,pcoB,pcoC,pcoE,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ			
NC_013368					
CP027551				astA	
CP044036	qacEdelta1	merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS			
CP034887					
AY026767					
NC_017258					
CP002254					
CP023250		merA,merD,merE,merR,merT			
KT022421					
CP022009		merE,merF,merP,merR			
MF062091					
AP018709					
CP036203					
AP018578	qacE				
MK140642					
CP033024					
LT963405					
CP001501					
CP016875					
CP030667		cadD			
MK360094					
CP042277					
AP014814					
CP012468					
CP028672					
KJ868090					
CP043948	qacEdelta1			iucA,iucB,iucC,iucD,iutA	
CP036576					
CP021134					
CP045299					
AB125215					
CP002093					
KP025948					
NC_010428					
KF534788					
CP014649		arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
CP033339					
NC_015575					
NC_021228					
CP003741					
CP031883		merC,merP,merR,merT			
CP013797					
CP000684					
CP026950					
NC_021511					
CP036366		merC,merP,merR,merT			
CP022502					
CP032483					
CP013721					
CP028864					
CP017178					
CP016183	qacL				
NC_011136					
CP002490					
CP018690					
CP013820					
CP024404					
CP012356					
CP035324					
MK477618	qacE,qacL	terD,terW,terZ			
CP027408					
CP006035					
FJ876827	qacEdelta1			senB	
CP008901					
JF800907					
NC_005001					
CP023802					
CP044040					
LR134467					
NC_014818					
CP030149					
KT965093	qacEdelta1				
NC_018990					
CP024042					
CP034330					
CP040085					
CP002911		pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		iroB,iroC,iroD,iroN,iucA,iucB,iucC,iutA,rmpA,rmpC,rmpD	
NC_017578					
CP026876				capU,ipaH9.8,sepA,virF	
KU314941					
MH522411					
NC_014155					
CP013740					
NC_018499					
CP018107					
CP033563					
KY515226					
CP044544					
AF507977					
CP041072					
NC_019056					
AP009488					
NC_014369	qacA,qacR				
JQ996150	qacEdelta1	merA,merD,merE,merR,merT			
CP015836	qacEdelta1				
CP021836					
GQ900422	qacC				
CP042487					
CP028120					
KT751091					
AP012294					
CP012186					
CP006807					
MK372382					
AP010955					
MG764552		merA,merD,merE,merR,merT			
CP045374					
NC_001740					
CP026504					
CP012658					
KT315927					
HE613857					
CP032124					
AP019386	qacEdelta1	merP,merR,merT,silE,silR,silS			
KT359373					
CP040467					
GQ900468					
CP004857					
CP037490					
CP034969					
CP034818					
CP039605					
CP035095					
AF116907					
CP029125					
KX364409	qacEdelta1				
CP033958					
CP009441					
CP044798					
CP013553					
CP033860					
NC_014653					
JF813186					
AP009379				senB	
CP033222					
CP022180					
CP044120	qacEdelta1	merA,merD,merE,merR,merT			
CP034323					
NC_014908					
CP001531					
CP013273					
CP034886					
CP037070					
NC_019747					
NC_011521					
NC_006860					
CP008851					
CP003430					
CP012039	qacEdelta1				
CP019742					
CP030756					
HG796349					
JN412137					
NC_020208					
KJ396772					
KX618700					
AB238971					
JN315885					
AB116387					
CP028554					
NC_022740					
CP042004		arsB			
LC507075	qacEdelta1	merA,merB,merD,merE,merP,merR,merT			
LS992187					
LR134128					
CP044786					
CP002075					
KY000049					
NC_010861					
NC_009933					
MH522419		terD,terW,terZ			
CP021860					
U66917		merD,merE,merF,merP,merR,merT			
CP002151	qacEdelta1	klaB,klaC			
KF582523					
CP027201					
CP006057		pcoS,silE,terD,terW,terZ			
CP010612					
AP014709					
CP024803					
CP036776					
DQ140187					
NC_015432		arsB,cadC			
LT985278					
AB588179					
AP018489				ehxA,etpD,toxB	
CP034583					
NC_002108					
NC_006910					
CP014962					
AF242881					
CP036181					
CP003456					
CP013255					
CP042996					
CP023447					
CP028087					
CP020073	qacL				
NC_022649					
AY603981					
CP030212					
CP018971					
CP001754					
CP035703					
CP029776					
AP012176					
CP003564					
FJ705306					
CP021727	qacEdelta1,qacL	terD,terW,terZ			
CP032660					
AF247159					
GU226194					
CP016330					
KJ484627					
AY951985					
NC_007714					
NC_018639					
CP010068					
GQ377752					
CP044146				ehxA,espP,etpD,katP,toxB	
KR779901					
NC_018107	qacEdelta1	merA,merD,merE,merR,merT,terB,terC,terD			
NC_010486					
CP022195					
KX832927	qacEdelta1	merC,merP,merR,merT			
NC_017908	qacEdelta1	merA,merD,merE,merP,merR,merT			
CP041579		ncrA,ncrB,ncrC			
NC_012473					
JQ606827					
CP023394					
CP041274					
NC_018881					
KF192842					
CP026605					
NC_021496					
CP015619					
CP025147	qacEdelta1	merA,merC,merD,merE,merP,merR,merT			
KP294350	qacEdelta1	merA,merD,merE,merR,merT			
CP030644		cadD			
NC_009349	qacEdelta1	merC,merP,merR,merT			
CP021715					
CP030633		cadD			
CP025694					
CP002954					
MG569891					
KY000048					
MN232181					
NC_019263					
MG833404					
CP015879					
CP028616				ehxA,espP,etpD,katP,toxB	
NC_017398					
NC_016973					
CP025393					
CP013637					
CP018314					
AE008924					
AP017628					
KX711880					
CP002148					
NC_017792					
CP000999					
NC_018884					
KU176944					
FJ042668			hdeD-GI,hsp20,shsP,yfdX1,yfdX2		
CP026728					
CP016854	qacA,qacR	cadD			
HG977525					
NC_020377					
CP040501					
CP027765					
CP015290					
CP024368					
CP032844					
CP030362					
CP021928					
DQ115387					
CP012566	qacEdelta1				
CP032274					
CP002389		arsB,arsC,arsR,cadC,merB,merT			
MH234500					
NC_018651					
CP003016					
MH785227					
X96982					
CP017643					
CP003673					
DQ787204					
CP024719					
CP026642		terD,terW,terZ			
NC_008613					
DQ223897					
CP026760					
KJ767737					
CP009579				cvaC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF	
CP014483					
NC_020280					
NC_008503					
CP029201					
KX254342					
EU289287					
CP036466					
NC_004933					
AF135182					
CP045159					
CP022677					
CP044278					
CP032045					
KT780705					
CP026340					
CP038466	qacF	merA,merB,merD,merE,merP,merR,merT			
MG838206	qacEdelta1	merC,merP,merR,merT			
CP006654					
NC_010633					
CP024339					
JQ782192					
CP009966					
AP018531					
NC_019300					
CP008933	qacEdelta1	merA,merD,merE,merR,merT,terB,terC,terD,terE			
KX528687		merA,merD,merE,merR,merT			
AY836798					
CP016744					
CP023951					
DQ298019					
DQ979387					
CP007510	tbtR				
CP016718					
KM085449				ehxA,espP,iha,mchF,subA,subB	
DQ449578					
CP033874					
NC_011227					
CP015341					
CP006263				ehxA,etpD	
CP002413					
AP019793					
CP014059					
CP003482					
AP011172					
AP019836					
CP038016					
CP029926	qacEdelta1	merC,merP,merR,merT			
JF703130					
MG833405					
CP001436					
NC_020523					
CP015351					
LC155909					
CP027132					
CP036915					
CP037091					
CP011841					
CP008790	qacEdelta1				
MG288677					
NC_013542					
KY659387					
CP040536					
CP017222					
KY271406		arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
AP007213					
NC_006968					
CP029584					
MG197497					
CP019881					
CP029845					
MH616791					
CP011644					
CP026737					
CP026205					
CP006997					
AP017963					
AY210701					
CP017359					
NC_018288					
LC102479					
CP002239					
CP035327					
CP039474					
CP032862					
CP009990					
NC_002128				ehxA,espP,etpD,katP,toxB	
CP001261					
CP024294				astA,cfaC,eatA	
CP035176					
NC_019937					
MH251945	qacC				
KX426229		merA,merD,merE,merR,merT			
NC_007678					
CP031821					
CP042876					
NC_005792					
CP017193					
CP012056					
CP028430					
CP030027					
CP013524					
CP030839					
CP035522					
AM236082					
CP013010					
CP013717					
CP002654					
JQ861960					
CP015359					
MF621617					
CP018329					
MK878892	qacEdelta1				
CP015644					
CP016630					
LT605060					
CP031548				fedA,fedF,hlyA-alpha,ltcA,sta1,stb	
CP009126					
CP029142	qacEdelta1	merA,merD,merE,merR,merT,terD,terW,terZ			
MH341575					
JQ004406	qacE				
DQ787205					
CP024290					
CP021650					
CP031943					
CP001572					
CP006634					
CP013279					
CP022557					
CP014690					
KX470734					
AF019744					
CP044204	qacL	merC			
CP023167	qacL				
NC_015715					
CP021547	qacL				
CP032880					
NC_025166		merC			
NC_012256					
CP021876					
CP018360					
CP027056		merC			
AP017893					
MN232184					
CP001586					
KT779035					
CP035337	qacL	merC,merP,merR,merT,silE			
CP043040					
CP012847					
CP010366					
CP026382					
CP009411	qacEdelta1	merA,merB,merD,merE,merP,merR,merT			
KX353853					
CP045261					
JX101646					
CP030563		cadD			
CP019759					
CP023680					
CP012857					
KX348145					
CP042584					
AM039948					
CP018905					
CP024713		copR,copS			
JQ348844					
CP029969					
CP031529					
CP044431					
NC_011148					
HG796793					
KY865324					
CP010182					
NC_017182					
CP016197					
CP024428					
CP029994					
CP036204					
CP016705					
CP013665					
KX443408					
AP019382	qacEdelta1	merP,merR,merT,silE,silR,silS			
HE805918					
CP024183					
NC_023914					
CP043390					
CP014093					
MH234504					
JN393220					
CP004130					
CP030639	qacC				
CP001174					
CP001126					
CP017935	qacEdelta1	merA,merD,merR,merT			
CP018738					
CP023840					
CP032053					
CP023984					
CP004402					
NC_003385					
CP041057					
CP032138					
CP018446					
AB583677					
CP017722					
GQ900458	qacA,qacR	cadD			
DQ390457					
KT033469	qacEdelta1	merC,merP,merR,merT			
CP023892					
KP975076	qacEdelta1	merA,merD,merE,merP,merR,merT			
CP027037	qacEdelta1	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
CP026180		ncrA,ncrB,ncrC,ncrY			
CP013033					
GU256641					
NC_016115					
NC_017772					
KM276080					
CP021871	qacEdelta1			senB	
CP000052					
CP019608					
CP041343					
CP034817					
FO203500					
CP022728					
AB474758					
NC_019561					
AP019715					
NC_019938					
NC_009897					
NC_014249					
CP009348					
LT985285					
CP006607					
CP003698					
HG796319					
CP036729					
CP033714					
FR667693					
CP034471					
NC_012625					
KX138409					
CP001563					
AP012296					
NC_013945					
CP012893					
CP027516					
CP003714					
CP003460					
CP023801					
CP034054		terB,terC,terD,terE		iucA,iucB,iucC,iutA	
LT985302					
CP018639					
CP002509					
CP031794					
CP024291				ehxA,espP,iha	
LT985233					
CP034701					
CP044634					
MK376347					
CP024492					
NC_011262					
KU994859	qacL	merC,merP,merR,merT,terD,terW,terZ			
CP014828					
CP033552					
CP038139	qacE	terD,terW,terZ			
KM377240					
NC_014149					
NC_004956		merD,merE,merF,merP,merR,merT			
AP019556					
CP019253				astA	
AF359557					
CP011157					
CP016524					
CP009773		ncrA,ncrB,ncrC,ncrY			
CP007214					
CP018993					
CP003477					
NC_017665				faeG	
CP010620					
CP001125	qacL	merC,merP,merR,merT			
CP024227				astA,capU,sta1	
CP027248					
KY000026					
CP010611					
CP003627					
CP025677					
CP019237					
CP042349					
CP028041					
CP038277	qacEdelta1				
EU362917					
CP000752					
CP013042				cpb2,cpe	
CP002860					
CP028801					
CP004075					
CP033468					
LT837806					
CP001533					
GU080063					
CP009003					
CP016834					
NC_006529					
NC_002774	qacA,qacR				
CP005994					
CP027203					
AP018308					
CP001372					
CP036745					
GQ900463					
MG874043	qacEdelta1	merC,merP,merR,merT			
CP039323					
CP016865					
JX101693	qacEdelta1,qacG2				
CP024416					
KY014464	qacEdelta1				
KT225462	qacE				
CP010527					
CP003335					
NC_010927					
CP010355					
CP001231					
CP015497					
CP027243					
NC_004041					
CP018210					
DQ518173					
KY617771					
CP016921	qacEdelta1	merA,merD,merE,merR,merT,terB,terC,terD,terE			
CP000321					
CP015527					
CP016726					
CP044824					
CP041366					
LK056646		merB,merD,merR,pcoS,terD,terW,terZ			
CP018984					
AP019631					
CP028134					
CP034581					
NC_015950					
CP042568	qacEdelta1,qacG2				
KX618702					
CP014627					
MG205643					
CP016542					
LK021334					
CP009352					
LN864820					
NC_016840					
CP003624					
CP003568					
KU761328					
CP027256					
JX254913					
CP023367				iroB,iroC,iroD,iroE,iroN,iss	
AP020321		arsB,arsC,arsR,cadD			
CP014496				senB	
KU302806					
CP014091					
CP027375				ehxA,espP,iha,saa	
CP018350	qacL				
CP035326					
CP016862		cadD			
LT635655					
LK021128					
CP010587					
CP033573					
CP003950					
NC_003903					
CP031200					
HM470204					
CP006780					
CP031074					
CP035195					
CP042809					
CP031566					
MG197499					
CP018764					
CP006815					
CP037223					
NC_019271					
MH634990					
KT355574					
CP033089					
CP027531					
CP026848					
CP002367					
JQ418536		copA,copB,copC,copR,copS			
LT591911					
NC_007488					
NC_018488					
CP029654		cadD		sed,sej,ser	
CP014580					
CP001090					
CP001540					
CP029963					
CP018030					
CP019566					
CP017017					
CP003464					
CP002539					
CP021429					
CP014273					
CP010893	qacEdelta1				
CP000696					
AP014639					
CP023312					
CP020526					
CP023568					
CP040265					
AY528560					
KY802014					
CP022317					
CP000845					
NC_004834					
CP040891					
CP014487					
NC_010917					
NC_019700					
AB615353					
CP034812					
HG969996		merA,merC,merD,merE,merR,merT			
LK031773					
NC_010940					
CP045396					
CP002937					
KP899805		merC,merP,merR,merT			
KX772777					
CP022516					
NC_011845					
CP039586					
CP027492					
NC_019297					
CP013240					
AF416330					
CP031753					
CP025787					
CP025137					
CP042528					
CP013115	qacEdelta1,qacG2	merA,merB,merD,merE,merP,merR,merT			
CP020568					
AP014876					
CP019740					
CP012062					
LT591902					
CP009657					
CP015213					
CP019125					
CP009002					
CP032832				iroB,iroC,iroN	
NC_020884					
KX520649					
MG205641					
CP016482					
CP026281	qacEdelta1	arsA,arsD,arsR,merR,merT			
CP012880					
NC_019221					
JX202562					
KU932031					
CP029211					
CP000619					
CP017793					
CP002232					
MF497432					
NC_007351		arsB			
CP040705					
NC_018222					
JQ418521					
CP024039	qacEdelta1				
KU043115	qacEdelta1				
NC_008499					
CP043038					
CP003739	qacEdelta1,qacL	merA,merD,merE,merP,merR,merT			
CP002875					
CP022370					
CP022476					
CP030285	qacEdelta1				
CP026404			hdeD-GI,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
CP037921					
CP041775					
CP020041					
NC_002111					
AY849557					
MG594800					
AF516141					
CP031374					
CP011143					
AP013039					
KU302801	qacEdelta1	merA,merD,merE,merR,merT			
CP024069					
NC_013320					
MF554640					
NC_006843					
CP006769					
CP003893					
KY940428					
CP013779					
NC_012231					
CP031645					
CP043384					
NC_011849					
CP012424					
AP014682					
AY442931					
CP023492					
CP041371					
CP009683					
CP044180					
CP007714					
CP043834					
NC_024967					
CP024444					
CP026232					
CP024447					
CP022071					
CP023718					
KY930475					
CP018451	qacL	merA,merD,merE,merR,merT			
CP011963					
JX101644					
CP030066		arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
CP029341					
NC_014477					
CP018941					
CP006662		merA,merD,merE,merR,merT			
CP029365					
CP020341					
CP002019					
NC_000956					
CP004000	qacEdelta1	merC,merP,merR,merT,terB,terC,terD,terE			
CP025929					
MH618673					
KY554216					
NC_011873					
NC_002112					
AY316747					
CP023927					
CP008719					
CP021099					
CP020044					
CP028879					
CP017103					
NC_011078					
CP021419					
CP013834					
MH382833	bcrB,bcrC				
NC_019222					
NC_019777					
CP021811					
CP042484					
CP029718	qacEdelta1	merC,merP,merR,merT			
CP035418					
FN666577					
NC_018977					
CP032925					
CP027184					
CP024040					
HM560028					
CP026142					
CP002795					
CP033429					
CP018774					
CP024400					
CP018934					
CP009463					
LT907984					
LR134468					
NC_022662					
NC_019698					
CP014630					
CP026849					
CP003654					
AP018501					
CP014914					
CP013041				netF	
CP003565					
NC_013302					
M23557					
NC_003241					
CP043393					
CP006029					
NC_002147					
CP024391					
CP035942					
CP029997					
CP021271					
NC_017318					
KU882686					
CP031183					
CP037442	qacEdelta1	arsA,arsD,arsR,merD,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
CP036609					
FN677368					
CP030497	qacA,qacR	cadD			
CP017210					
AB093554					
CP032306					
CP020808					
CP014921					
AY589570					
KU644672					
CP002483					
CP030663		cadD			
CR377818					
CP036302	qacEdelta1	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
CP011027					
CP014628					
NC_007949					
LT985219	qacEdelta1	merR		senB	
CP009063					
KP691633					
AP011157					
CP039307					
FR872581					
DQ322651					
MF062089					
KU051707					
MH522416					
CP040248					
CP000956					
CP045066					
NC_009796					
CP026137					
CP035788					
CP037267					
CP010765					
MF770241					
CP028178					
LN868940					
CP043623					
CP026225	qacEdelta1				
CP004875					
AP018265					
LN879484	qacEdelta1				
MG299149	qacEdelta1				
CP042215					
KY362366					
CP014320	qacEdelta1				
CP002368					
CP019657					
CP025564					
MK376337					
AJ222725					
CP031401					
CP039454					
NC_007720					
NC_014819					
CP013596					
CP013817					
HE603218					
CP040624		cadD		sed,sej,ser	
CP020404					
CP009349					
CP026813				capU,ipaH9.8,virF	
CP003991					
LT635662					
CP017870					
CP042005					
CP017452					
CP010583					
DQ518172					
CP036608					
CP033541					
NC_013970					
CP032748					
JQ670906					
GU080067					
CP014875					
CP023739					
CP018234					
AP019402	qacEdelta1				
CP034132					
CP010173					
CP027038	qacEdelta1				
CP030920		pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	hdeD-GI,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
MG299130	qacEdelta1				
CP000935					
CP032389					
CP029735					
CP019262	qacEdelta1	merC			
AE000786					
CP045337					
KT351737					
CP032287					
NC_022125					
CP020483					
CP019848					
NC_009673					
CP021816					
CP013180					
JX194161					
CP018070					
CP003569					
CP044008					
CP027137					
CP024193		arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
CP012653					
CP014130	qacB,qacR				
NC_008387					
CP027193					
CP039433					
CP045775					
NC_018985					
CP013800					
CP028541		merC,merP,merR,merT			
CP001627					
DQ366035					
CP031714					
CP014799					
CP044041					
CP002451		merD,merE,merF,merP,merR,merT			
CP028557					
CP028694				ehxA,espP,etpD,katP,toxB	
NC_008357		klaB,klaC,merB,merD,merR			
MG764548	qacEdelta1				
CP032498					
JX627581					
KF840720					
NC_008121					
LR134421					
CP015777					
CP017209					
AB479510					
AP018384					
CP019890	qacEdelta1	merC,merD,merP,merR,merT			
CP012203					
AB266604					
CP010208				pic	
CP006371					
CP010748					
HG796285					
CP007146					
AP018698					
CP014648	qacEdelta1				
NC_015849					
CP034202					
CP002800					
AP014872					
CP041067					
CP031595					
AP019534					
CP027324					
NC_011077					
JN102341					
CP030375					
NC_002130					
NC_007353					
CP033763					
CP025635					
CP027513					
CP039280					
CP042557	qacEdelta1,qacG2				
LT838197					
CP025591					
KC291146					
CP023896					
CP036755					
CP032645					
CP004039					
CP028888					
CP029163					
NC_004955					
NC_010021					
CP040455		merC,merP,merR,merT			
KT754164	qacEdelta1	merC,merP,merR,merT			
CP025497	qacA,qacR	cadD			
CP014445		cadD			
AP018797		merC,merP,merR,merT			
NC_013862					
NC_019288					
KX832928					
CP003657					
CP025905				lngA	
CP011251					
NC_015872					
CP000645	qacEdelta1	merC,merP,merR,merT			
CP016041					
MK541989					
CP008839					
CP015090					
CP024681					
NC_010885					
CP042574	qacEdelta1,qacG2				
CP018339		terB,terC,terD,terE			
CP022349					
CP037420					
NC_017209					
CP025732					
MH785254		cadD			
CP028521					
NC_004941					
DQ058764					
CP020696					
CP035206					
NC_013369				ehxA,katP,toxB	
CP014220					
CP018634					
CP041339					
CP022265					
CP037067					
CP034048					
NC_013367					
HG917973					
CP018932					
CP013268					
CP037224					
KP347127					
CP016785					
CP038264					
KX618704					
CP040573				ehxA,espP,etpD,katP,toxB	
CP010007					
CP028991					
CP040727					
NC_019677					
CP039644					
CP035656					
CP022711					
CP013224	qacEdelta1				
NC_018636					
CP038626					
NC_009669			yfdX1,yfdX2		
KT317614					
CP003754					
CP031273					
AP018187					
CP018781					
CP021853	qacEdelta1	merC,merP,merR,merT			
LT669764	qacL				
NC_006366					
CP022965					
CP001211					
CP025965					
MG869619					
CP036784					
NC_008440					
CP018425					
NC_020242					
CP019665					
CP026844				capU,ipaD,ipaH9.8,sepA,virF	
CP025040					
JN689220					
CP042978					
CP018466					
CP035269					
CP020923					
AP009486					
NC_019187					
CP022065					
NC_013301		cadD			
LN610760					
CP007671		cadD			
CP024380					
CP033710					
CP019908					
CP029591	qacEdelta1	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
CP034878					
CP033353	qacEdelta1	terD,terW,terZ			
CP035128					
HQ259052					
CP025409					
AP009492					
NC_015054		arsB,arsH			
CP041231					
KR559888	smr	arsA,arsD,arsR,merA,merB,merD,merE,merP,merR,merT			
CP027199					
NC_019057					
CP011851					
KJ563250					
AP018708					
NC_019173					
AP012339					
CP010949					
CP001446					
CP014626					
CP044357			hdeD-GI,trxLHR,yfdX2		
NC_013792					
MH522425	qacE	terD,terW,terZ			
CP032035					
MH539889					
NC_004774					
X56204					
GQ900451					
CP016259					
CP043943	qacEdelta1				
LT985226	qacEdelta1	merR		senB	
KP125892					
CP016601					
MG700550		merC			
KU869528					
AM260523					
CP025981				astA	
AB231906					
CP045772					
CP009767					
NC_011735					
CP038279					
CP031713					
CP035653					
AM183225					
CP000405					
CP000121					
MK753227					
NC_000950					
AP018283					
CP017791					
CP035215		ncrA,ncrB,ncrC,ncrY,silA,silB,silC,silE,silF,silP,silR,silS			
CP039466					
LN854560					
CP029213					
CP032750					
KC170280					
CP008798	qacEdelta1	merC			
CP011867					
LT985246					
KM281803					
CP013782					
CP014652		merA,merD,merR,merT			
CP012859					
NC_018583					
CP000979					
CP033036					
CP035520					
CP026601					
CP044831					
CP012628					
CP023841	qacEdelta1				
CP015165					
AB611033					
CP026879				capU,ipaH9.8	
CP033131	qacEdelta1				
NC_017468					
MF621618					
CP004030					
CP000755					
AP018304					
CP010959		merR			
CP003035				senB	
CP016642					
NC_013852					
NC_005019					
MG878867	qacEdelta1	merB,merD,merR,pcoS,terD,terW,terZ			
CP003953					
AP017974					
CP032223		terB,terC,terD,terE			
CP012476					
CP029838					
CP039972					
CP029399					
NC_008118					
CP044044					
MG869626					
CP014305					
CP010625					
CP019019		merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ			
AF028735					
CP016314					
LT576116			hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
AF141883					
AP012201					
CP020059					
HE603225					
NC_004968					
HG796434					
CP034572					
CP017376					
CP026185		silB,silC,silE,silF,silR,silS			
CP011139					
NC_010907					
CP035313					
CP024340					
CP016688					
CP026589					
NC_017442					
GQ900435					
GQ900418		cadD			
CP039891					
CP032110					
CP015119					
NC_004527					
NC_016820					
CP021943					
NC_012165					
GU014535					
MH909328					
KU934011					
NC_019434					
CP027508					
CP028718					
CP024318					
CP039863					
CP042020					
CP026741					
CP001784					
CP010175					
CP023875		pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
KU922121					
AP018811					
CP027239					
HM560026					
CP018712					
CP041564				senB	
CP025128					
NC_017961					
CP035655					
CP010886					
CP001591					
CP001346					
CP022683		cadD		etb	
KY499797					
CP019006	qacEdelta1				
NC_011185					
CP027023					
MH423311					
CP017369					
NC_008055		merD,merE,merF,merP,merR,merT			
NC_019182					
CP025962					
CP014603					
CP001437					
CP013548					
CP037447					
CP011159					
MK124610	qacE,qacEdelta1	merC,merP,merR,merT			
CP015730					
CP016743					
CP012607					
CP012702					
AP011530					
CP029249	qacEdelta1	merA,merB,merD,merE,merP,merR,merT			
CP031588					
CP041378					
CP028631				ehxA,espP,etpD,katP,toxB	
AP011122					
FR667690		cadC			
CP014893					
CP018573					
MH329656					
CP023990					
CP011481					
CP042964					
MK036889		arsA,arsD,arsR,merD,merE,merF,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
NC_019299					
CP018954	qacEdelta1	merC,merP,merR,merT			
NC_016794					
AF050161					
CP023428					
CP041557	qacEdelta1	merC,merP,merR,merT			
KX893538		copR,merD,merE,merF,merP,merR,merT			
NC_025003					
NC_006911					
CP016505					
CP009852					
CP020807					
CP003425					
KJ125070					
CP000534					
CP014493	qacEdelta1			senB	
KU644673					
FN825254	qacEdelta1				
KP970685					
AP018144	qacEdelta1				
NC_018287					
AB243053					
CP028684				ehxA,espP,etpD,katP,toxB	
CP036364					
CP010724					
JX627582					
CP020460					
CP005089					
CP019296					
CP025459					
CP022536					
CP028559					
CP036444					
NC_003526					
JF779678					
CP038643					
CP014624					
CP036326					
CP003750					
CP040923					
CP024575					
CP021457					
CP006601					
CP001179					
CP022687					
AY150843					
CP044800					
CP020505					
CP026926					
CP034051					
CP023847					
NC_003267					
NC_013506					
CP012466					
NC_018493					
CP030766					
NC_010477					
CP013215	qacEdelta1	merA,merD,merE,merR,merT,pcoS,terD,terW,terZ			
CP035355	qacL	merC,merP,merR,merT,silB,silC,silF,silP,silR,silS			
NC_012189					
JF968543					
CP015962					
GQ900429					
CP000737		cadD			
AP012467				etb	
DQ399903					
CP010224					
CP021284					
AP018300					
CP001447					
CP043485					
CP021444					
CP010654					
CP032278					
CP014880					
CP024033					
CP018792					
AE016854					
CP021344	qacEdelta1				
CP009827					
CP007177		cadD			
NC_012556	qacEdelta1	merA,merD,merE,merR,merT,pcoS,terD,terW,terZ			
CP002796					
CP032756					
CP037276					
CP030593		cadD			
CP011362					
CP032187					
CP020759					
