name	pMLST_scheme	Sequence_type	Nearest_ST
NC_021906	incf	F-:A-:B-	
CP021930	incf	F-:A-:B-	
DQ402049	incf	F-:A-:B-	
MG764553	incf	F33:A-:B-	
CP026720	incf	F-:A-:B-	
KC286618	incf	F-:A-:B-	
CP000972	incf	F-:A-:B-	
CP010727	incf	F-:A-:B-	
CP000984	incf	F-:A-:B-	
LN850163	incf	F36:A4:B1	
NC_013284	incf	F-:A-:B-	
CP033853	incf	F-:A-:B-	
LM994717	incf	K13:A-:B-	
CP000160	incf	F-:A-:B-	
CP006624	incf	F-:A-:B-	
J01566	incf	F-:A-:B-	
CP029990	incf	F-:A-:B-	
NC_013294	incf	F-:A-:B-	
NC_002483	incf	C1:A2:B16	
NC_010859	incf	F-:A-:B-	
MF344578	incf	F-:A-:B-	
CP018132	incf	F-:A-:B-	
CP017407	incf	F-:A-:B-	
CP026139	incf	K1:A-:B-	
CP026058	incf	F-:A-:B-	
CP028096	incf	F-:A-:B-	
MH580300	incf	F46:A-:B24	
CP021787	incf	F-:A-:B-	
CP040550	incf	F-:A-:B-	
CP042580	incf	F-:A-:B-	
CP018821	incf	F-:A-:B-	
FJ573246	incf	F-:A-:B-	
CP032492	incf	F-:A-:B-	
KY595963	incf	F-:A-:B-	
CP028691	incf	F-:A-:B-	
KU987452	incf	F2:A-:B-	
FN649417	incf	F12:A-:B-	
KM521836	incf	F-:A-:B-	
CP000617	incf	F-:A-:B-	
CP040176	incf	K9:A-:B-	
CP024816	incf	F36:A1:B20	
NC_018489	incf	F-:A-:B-	
NC_017348	incf	F-:A-:B-	
CP014417	incf	F-:A-:B-	
KJ598491	incf	F-:A-:B-	
CP006774	incf	F-:A-:B-	
CP020767	incf	F-:A-:B-	
CP029626	incf	F-:A-:B-	
NC_014916	incf	F-:A-:B-	
CP032026	incf	F-:A-:B-	
GQ900450	incf	F-:A-:B-	
NC_005308	incf	F-:A-:B-	
NC_008120	incf	F-:A-:B-	
NC_010114	incf	F-:A-:B-	
KT334335	incf	F-:A-:B-	
CP045610	incf	F-:A-:B-	
CP019220	incf	F-:A-:B-	
CP042836	incf	F-:A-:B-	
CP041021	incf	F-:A-:B-	
NC_005073	incf	F-:A-:B-	
CP020924	incf	F-:A-:B-	
CP022350	incf	Y4:A-:B36	
CP023471	incf	F61:A-:B-	
AP014831	incf	F-:A-:B-	
KX858825	incf	F-:A-:B-	
AB079381	incf	F-:A-:B-	
NC_023317	incf	F-:A-:B-	
CP014532	incf	F-:A-:B-	
CP022748	incf	F-:A-:B-	
NC_017230	incf	F-:A-:B-	
CP032453	incf	F-:A-:B-	
CP033700	incf	F-:A-:B-	
CP035356	incf	F-:A-:B-	
CP006666	incf	F-:A-:B-	
CP045301	incf	F-:A-:B-	
NC_001738	incf	F-:A-:B-	
CP042051	incf	F-:A-:B-	
CP040241	incf	F-:A-:B-	
KC511628	incf	F-:A-:B-	
CP017426	incf	F-:A-:B-	
KR827393	incf	F-:A-:B-	
NC_015756	incf	F-:A-:B-	
CP029393	incf	F-:A-:B-	
GU173851	incf	F-:A-:B-	
CP013496	incf	F-:A-:B-	
LS999207	incf	F-:A-:B-	
CP034313	incf	F-:A-:B-	
CP038031	incf	F-:A-:B-	
KY075662	incf	F-:A-:B-	
CP006971	incf	F-:A-:B-	
CP012469	incf	F-:A-:B-	
NC_024981	incf	F-:A-:B-	
CP023060	incf	F-:A-:B-	
MG545911	incf	F-:A-:B-	
HG796416	incf	F-:A-:B-	
CP026373	incf	F-:A-:B-	
AP011129	incf	F-:A-:B-	
CP020037	incf	F-:A-:B-	
CP043221	incf	F-:A-:B-	
CP022452	incf	F-:A-:B-	
AP018173	incf	F-:A-:B-	
GQ900382	incf	F-:A-:B-	
EU930825	incf	F-:A-:B-	
AY138808	incf	F-:A-:B-	
CP040730	incf	F-:A-:B-	
MF621616	incf	F-:A-:B-	
CP011506	incf	F-:A-:B-	
CP039165	incf	F-:A-:B-	
CP021655	incf	F-:A-:B-	
CP030069	incf	F-:A-:B-	
CP044802	incf	F-:A-:B-	
CP001216	incf	F-:A-:B-	
CP009934	incf	F-:A-:B-	
NC_017397	incf	F-:A-:B-	
CP002229	incf	F-:A-:B-	
CP024312	incf	F-:A-:B-	
CP027600	incf	F-:A-:B-	
CP030425	incf	F-:A-:B-	
AP015031	incf	F-:A-:B-	
NC_012128	incf	F-:A-:B-	
CP003618	incf	F-:A-:B-	
CP021953	incf	F-:A-:B-	
CP014175	incf	F-:A-:B-	
CP036579	incf	F-:A-:B-	
CP037487	incf	F-:A-:B-	
KU934209	incf	F-:A-:B-	
KX711879	incf	F-:A-:B-	
GQ131302	incf	F-:A-:B-	
NC_019370	incf	F-:A-:B-	
CP014419	incf	F-:A-:B-	
CR555307	incf	F-:A-:B-	
CP020940	incf	F-:A-:B-	
CP028998	incf	F-:A-:B-	
NC_019098	incf	F-:A-:B-	
CP032824	incf	F-:A-:B-	
CP031107	incf	C4:A6:B1	
MF437313	incf	F-:A-:B-	
CP030833	incf	F-:A-:B-	
NC_009793	incf	F-:A-:B-	
NC_020051	incf	F-:A-:B-	
MN232189	incf	F-:A-:B-	
MK275620	incf	F-:A-:B-	
CP043016	incf	F23:A-:B3	
KX668264	incf	F-:A-:B-	
CP030872	incf	F-:A-:B-	
CP022156	incf	F-:A-:B-	
CP033354	incf	F-:A-:B-	
AP018272	incf	F-:A-:B-	
CP020699	incf	F-:A-:B-	
CP019997	incf	F-:A-:B-	
CP014849	incf	F-:A-:B-	
NC_011723	incf	F-:A-:B-	
CP009036	incf	F-:A-:B-	
CP025434	incf	F-:A-:B-	
AP020314	incf	F-:A-:B-	
CP025130	incf	F-:A-:B-	
CP024475	incf	F35:A-:B-	
CP010685	incf	F-:A-:B-	
CP009547	incf	F-:A-:B-	
HE983996	incf	F-:A-:B-	
CP014877	incf	F-:A-:B-	
KP868646	incf	Y5:A-:B-	
FN822748	incf	F-:A-:B-	
CP036935	incf	F-:A-:B-	
MH067971	incf	F-:A-:B-	
NC_019069	incf	F-:A-:B-	
NC_013930	incf	F-:A-:B-	
CP000871	incf	F-:A-:B-	
CP040513	incf	F-:A-:B-	
CP030376	incf	F-:A-:B-	
MF554638	incf	F-:A-:B-	
KX348146	incf	F-:A-:B-	
CP036601	incf	F-:A-:B-	
CP039921	incf	F-:A-:B-	
NC_010720	incf	F2:A-:B-	
CP021153	incf	F-:A-:B-	
CP012467	incf	F-:A-:B-	
CP026653	incf	F-:A-:B-	
CP036575	incf	F-:A-:B-	
NC_010626	incf	F-:A-:B-	
KT223773	incf	F-:A-:B-	
CP041576	incf	F-:A-:B-	
HG796852	incf	F-:A-:B-	
CP019695	incf	F-:A-:B-	
CP016405	incf	F-:A-:B-	
CP009864	incf	F-:A-:B-	
CP037464	incf	F-:A-:B-	
CP030270	incf	F-:A-:B-	
NC_016969	incf	F-:A-:B-	
NC_017235	incf	F-:A-:B-	
CP003622	incf	F-:A-:B-	
CP021948	incf	F-:A-:B-	
CP014644	incf	F-:A-:B-	
MH234508	incf	F-:A-:B-	
NC_002773	incf	F-:A-:B-	
DQ489740	incf	F-:A-:B-	
AP018186	incf	F-:A-:B-	
CP009342	incf	F-:A-:B-	
CP016791	incf	F-:A-:B-	
CP028171	incf	F-:A-:B-	
AP018684	incf	F-:A-:B-	
CP023342	incf	F-:A-:B-	
CP030116	incf	F-:A-:B-	
CP025811	incf	F-:A-:B-	
AP011154	incf	F-:A-:B-	
AE001579	incf	F-:A-:B-	
AF516904	incf	F-:A-:B-	
CP033881	incf	F35:A-:B-	
EF426472	incf	F-:A-:B-	
CP034965	incf	F-:A-:B-	
CP028545	incf	F-:A-:B-	
CP025863	incf	F11:A-:B-	
CP012472	incf	F-:A-:B-	
CP025002	incf	F-:A-:B-	
CP017618	incf	S1:A-:B17	
MH733011	incf	F-:A-:B-	
CP024214	incf	F-:A-:B-	
CP014819	incf	F-:A-:B-	
CP024609	incf	F-:A-:B-	
CP008826	incf	F-:A-:B-	
NC_002090	incf	F-:A-:B-	
NC_017539	incf	F-:A-:B-	
CP024494	incf	F-:A-:B-	
CP037095	incf	F-:A-:B-	
CP008806	incf	F23:A-:B3	
CP027485	incf	F2:A-:B1	
CP034282	incf	K7:A-:B-	
CP017582	incf	F-:A-:B-	
CP045862	incf	F-:A-:B-	
NC_012203	incf	F-:A-:B-	
AF339846	incf	F-:A-:B-	
CP010188	incf	F-:A-:B-	
CP036517	incf	F-:A-:B-	
CP028486	incf	F-:A-:B-	
CP027576	incf	F5:A-:B-	
CP029112	incf	F-:A-:B-	
KC542384	incf	F-:A-:B-	
DQ322650	incf	F-:A-:B-	
CP031213	incf	F-:A-:B-	
AJ863570	incf	F-:A-:B-	
CP044046	incf	F-:A-:B-	
AP018569	incf	F-:A-:B70	
CP002225	incf	F-:A-:B-	
HQ451074	incf	F-:A-:B-	
AF359574	incf	F-:A-:B-	
NC_006400	incf	F-:A-:B-	
CP019190	incf	F-:A-:B-	
CP033546	incf	F-:A-:B-	
CP041376	incf	F-:A-:B-	
CP026582	incf	F-:A-:B-	
CP017937	incf	F-:A-:B-	
NC_007635	incf	F15:A-:B-	
NC_009035	incf	F-:A-:B-	
CP024432	incf	F-:A-:B-	
CP003361	incf	F-:A-:B-	
CP020060	incf	F-:A-:B-	
CP031228	incf	F-:A-:B-	
NC_017471	incf	F-:A-:B-	
CP012491	incf	F-:A-:B-	
CP018459	incf	F-:A-:B-	
CP006370	incf	F-:A-:B-	
CP021143	incf	F-:A-:B-	
NC_013951	incf	F1:A2:B2	
MG450360	incf	F-:A-:B-	
KM023153	incf	F-:A-:B-	
AP018352	incf	F-:A-:B-	
CP013228	incf	F-:A-:B-	
CP019148	incf	F-:A-:B-	
CP010860	incf	F-:A-:B-	
NC_012162	incf	F-:A-:B-	
NC_000953	incf	F-:A-:B-	
NC_004669	incf	F-:A-:B-	
NC_019016	incf	F-:A-:B-	
CP035911	incf	F-:A-:B-	
JQ861958	incf	F-:A-:B-	
NC_001898	incf	F-:A-:B-	
CP019279	incf	F-:A-:B-	
LC163971	incf	F2:A-:B-	
CP009462	incf	F-:A-:B-	
KU160531	incf	F-:A-:B-	
CP007238	incf	F-:A-:B-	
NC_019268	incf	F-:A-:B-	
AY100633	incf	F-:A-:B-	
CP034552	incf	F-:A-:B-	
CP032186	incf	K5:A-:B-	
CP024334	incf	F-:A-:B-	
CP042644	incf	F-:A-:B-	
J03319	incf	F-:A-:B-	
AP012042	incf	F-:A-:B-	
CP029842	incf	F-:A-:B-	
CP033533	incf	F-:A-:B-	
NC_017339	incf	F-:A-:B-	
NC_017588	incf	F-:A-:B-	
CP004400	incf	F-:A-:B-	
LN835295	incf	F-:A-:B-	
LR025089	incf	K5:A-:B-	
CP042249	incf	F-:A-:B-	
CP003300	incf	F-:A-:B-	
AY951984	incf	F-:A-:B-	
CP036759	incf	F-:A-:B-	
CP029390	incf	F-:A-:B-	
CP034201	incf	F-:A-:B-	
NC_019760	incf	F-:A-:B-	
CP030453	incf	F-:A-:B-	
DQ399904	incf	F-:A-:B-	
CP011583	incf	F-:A-:B-	
NC_019177	incf	F-:A-:B-	
CP042330	incf	F-:A-:B-	
CP033569	incf	F-:A-:B-	
HE603226	incf	F-:A-:B-	
CP000060	incf	F-:A-:B-	
CP014066	incf	F-:A-:B-	
KR270450	incf	F-:A-:B-	
EU580136	incf	F-:A-:B-	
NC_019334	incf	F-:A-:B-	
HG796421	incf	F-:A-:B-	
KX579977	incf	F-:A-:B-	
AP019381	incf	F-:A-:B-	
FJ705302	incf	F-:A-:B-	
CP026194	incf	F-:A-:B-	
AP011958	incf	S1:A-:B17	
CP020949	incf	F-:A-:B-	
CP039470	incf	S1:A-:B-	
CP009572	incf	F-:A-:B-	
CP011625	incf	F-:A-:B-	
HE603113	incf	F-:A-:B-	
CP035419	incf	F-:A-:B-	
CP036941	incf	F-:A-:B-	
CP027473	incf	F-:A-:B11	
CP001914	incf	F-:A-:B-	
CP000990	incf	F-:A-:B-	
CP018255	incf	F-:A-:B-	
CP036374	incf	F-:A-:B-	
CP017861	incf	F-:A-:B-	
CP043513	incf	F-:A-:B-	
EU185047	incf	F-:A-:B-	
NC_000948	incf	F-:A-:B-	
CP015797	incf	F-:A-:B-	
NC_005705	incf	F-:A-:B-	
CP024093	incf	F-:A-:B-	
CP025208	incf	F-:A-:B-	
NC_017435	incf	F-:A-:B-	
CP001353	incf	F-:A-:B-	
CP018689	incf	F-:A-:B-	
HQ332529	incf	F-:A-:B-	
MK933274	incf	F-:A-:B-	
CP041886	incf	F-:A-:B-	
CP035521	incf	F-:A-:B-	
CP020513	incf	F-:A-:B-	
FR821780	incf	F-:A-:B-	
CP024327	incf	F-:A-:B-	
CP030922	incf	F-:A-:B-	
CP015397	incf	F-:A-:B-	
CP006651	incf	F-:A-:B-	
CP026213	incf	F-:A-:B-	
CP011016	incf	F-:A-:B-	
CP030643	incf	F-:A-:B-	
NC_012161	incf	F-:A-:B-	
CP033632	incf	F-:A-:B-	
CP036931	incf	F-:A-:B-	
KX129783	incf	F-:A-:B-	
CP018248	incf	F23:A-:B3	
AP009241	incf	F-:A-:B-	
CP020813	incf	F-:A-:B-	
NC_022374	incf	F-:A-:B-	
CP042518	incf	F-:A-:B-	
CP021755	incf	F-:A-:B-	
KU353730	incf	F-:A-:B-	
CP045365	incf	F-:A-:B-	
CP027458	incf	F-:A-:B-	
KF732966	incf	Y4:A-:B36	
CP035359	incf	F-:A-:B-	
CP008954	incf	F-:A-:B-	
CP037506	incf	F-:A-:B-	
CP030401	incf	F-:A-:B-	
AP011169	incf	F-:A-:B-	
EU850812	incf	F-:A-:B-	
CP023926	incf	F-:A-:B-	
CP037465	incf	F-:A-:B-	
AY603983	incf	F-:A-:B-	
AP013041	incf	F-:A-:B-	
NC_009433	incf	F-:A-:B-	
CP024041	incf	F-:A-:B-	
NC_014957	incf	F-:A-:B-	
CP030755	incf	F-:A-:B-	
NC_007680	incf	F-:A-:B-	
NC_013314	incf	F-:A-:B-	
CP029440	incf	F-:A-:B-	
JQ776503	incf	F-:A-:B-	
NC_010938	incf	F-:A-:B-	
CP025081	incf	F-:A-:B-	
CP030365	incf	F-:A-:B-	
KJ940992	incf	F-:A-:B-	
CP002089	incf	F24:A-:B1	
CP001385	incf	F-:A-:B-	
CP027784	incf	F-:A-:B-	
CP002262	incf	F-:A-:B-	
CP001381	incf	F-:A-:B-	
NC_011787	incf	F-:A-:B-	
CP033895	incf	F-:A-:B-	
CP010809	incf	F-:A-:B-	
CP036937	incf	F-:A-:B-	
CP001356	incf	F-:A-:B-	
CP019224	incf	F-:A-:B-	
CP028699	incf	F23:A-:B3	
FJ176937	incf	F-:A-:B-	
CP021502	incf	F-:A-:B-	
CP007186	incf	F-:A-:B-	
NC_008147	incf	F-:A-:B-	
LT559120	incf	F-:A-:B-	
CP023842	incf	F-:A-:B-	
CP036773	incf	F-:A-:B-	
CP012453	incf	F-:A-:B-	
CP001599	incf	F-:A-:B-	
AP012275	incf	F-:A-:B-	
CP040046	incf	F-:A-:B-	
AP012174	incf	F-:A-:B-	
CP012178	incf	F-:A-:B-	
CP016706	incf	F-:A-:B-	
JX566770	incf	F-:A-:B-	
CP020508	incf	K5:A-:B70	
JF776874	incf	F-:A-:B-	
KY000031	incf	F-:A-:B-	
KY978631	incf	F-:A-:B-	
LT635657	incf	F-:A-:B-	
AP018804	incf	F-:A-:B-	
CP032491	incf	F-:A-:B-	
NC_005008	incf	F-:A-:B-	
KU549174	incf	F-:A-:B-	
CP023038	incf	F-:A-:B-	
GQ900387	incf	F-:A-:B-	
CP014746	incf	F-:A-:B-	
NC_008697	incf	F-:A-:B-	
NC_006571	incf	F-:A-:B-	
NC_019272	incf	F-:A-:B-	
MG267386	incf	F-:A-:B-	
NC_004535	incf	F-:A-:B-	
CP041178	incf	S1:A-:B22	
CP036244	incf	F1:A-:B23	
AP018266	incf	F-:A-:B-	
CP013229	incf	F-:A-:B-	
EU595645	incf	F-:A-:B-	
CP025132	incf	F-:A-:B-	
KM085452	incf	F-:A-:B-	
CP040649	incf	F-:A-:B-	
GU584223	incf	F-:A-:B-	
CP029382	incf	F-:A-:B-	
KY000028	incf	F-:A-:B-	
CP016703	incf	F-:A-:B-	
CP029876	incf	F-:A-:B-	
CP000840	incf	F-:A-:B-	
NC_016983	incf	F-:A-:B-	
CP019648	incf	F-:A-:B-	
CP009567	incf	F-:A-:B-	
CP031399	incf	F-:A-:B-	
CP013708	incf	F-:A-:B-	
CP001024	incf	F-:A-:B-	
KU130396	incf	F-:A-:B-	
CP016459	incf	F-:A-:B-	
NC_025183	incf	F-:A-:B-	
CP000536	incf	F-:A-:B-	
GQ900421	incf	F-:A-:B-	
KM583808	incf	F-:A-:B-	
AP011147	incf	F-:A-:B-	
NC_023333	incf	K5:A-:B-	
CP014879	incf	F-:A-:B-	
NC_013417	incf	F-:A-:B-	
CP026583	incf	F-:A-:B-	
KY399973	incf	Y6:A-:B-	
CP033538	incf	F-:A-:B-	
CP036373	incf	F-:A-:B-	
CP002325	incf	F-:A-:B-	
CP003897	incf	F-:A-:B-	
CP020856	incf	F-:A13:B-	
AY297818	incf	F-:A-:B-	
CP003440	incf	F-:A-:B-	
CP015754	incf	K10:A-:B-	
NC_019739	incf	F-:A-:B-	
CP026268	incf	F-:A-:B-	
NC_023140	incf	F-:A-:B-	
CP036405	incf	F-:A-:B-	
KJ909291	incf	F-:A-:B-	
CP015295	incf	F-:A-:B-	
CP014511	incf	F-:A-:B-	
CP035026	incf	F-:A-:B-	
HG796322	incf	F-:A-:B-	
U26594	incf	F-:A-:B-	
AP011148	incf	F-:A-:B-	
KR611317	incf	F-:A-:B-	
KP765744	incf	F-:A-:B-	
CP032893	incf	Y3:A-:B-	
CP045348	incf	F-:A-:B-	
CP000809	incf	F-:A-:B-	
NC_009671	incf	F-:A-:B-	
NC_018987	incf	F-:A-:B-	
AB759690	incf	K5:A-:B-	
CP000418	incf	F-:A-:B-	
AB365348	incf	F-:A-:B-	
CP033743	incf	F-:A-:B-	
MK649824	incf	F48:A1:B-	
AF128889	incf	F-:A-:B-	
KY495890	incf	K7:A-:B-	
NC_012237	incf	F-:A-:B-	
CP010326	incf	F-:A-:B-	
MG299127	incf	F-:A-:B-	
CP010379	incf	F-:A-:B-	
CP010616	incf	F-:A-:B-	
CP019214	incf	F-:A-:B-	
CP026319	incf	F-:A-:B-	
CP040382	incf	F-:A-:B-	
NC_011842	incf	F-:A-:B-	
CP027493	incf	F-:A-:B-	
NC_005098	incf	F-:A-:B-	
CP040546	incf	F-:A-:B-	
MG825370	incf	F2:A-:B-	
CP027581	incf	F-:A-:B-	
NC_005793	incf	F-:A-:B-	
CP030405	incf	F-:A-:B-	
AP018183	incf	F-:A-:B-	
CP002267	incf	F-:A-:B-	
CP022144	incf	F-:A-:B-	
CP023880	incf	F-:A-:B-	
NC_017233	incf	F-:A-:B-	
CP017443	incf	F23:A-:B3	
LC155906	incf	F-:A-:B-	
AY662330	incf	F-:A-:B-	
CP021785	incf	F-:A-:B-	
GU722200	incf	F-:A-:B-	
CP024975	incf	F29:A-:B-	
NC_007489	incf	F-:A-:B-	
CP023685	incf	F-:A-:B-	
CP013945	incf	F-:A-:B-	
CP007138	incf	F-:A-:B11	
CP029422	incf	F1:A2:B20	
AB583678	incf	F-:A-:B-	
CP042401	incf	F-:A-:B-	
KY215945	incf	F-:A-:B-	
CP033776	incf	F-:A13:B-	
CP035412	incf	F-:A-:B-	
NC_001425	incf	F-:A-:B-	
CP017055	incf	F-:A-:B-	
DQ364061	incf	F-:A-:B-	
CP002317	incf	F-:A-:B-	
LC316981	incf	F-:A-:B-	
AF251289	incf	F-:A-:B-	
CP021254	incf	F-:A-:B-	
NC_010541	incf	F-:A-:B-	
NC_004772	incf	F-:A-:B-	
MH422552	incf	F24:A-:B-	
CP003072	incf	F-:A-:B-	
CP031950	incf	F-:A-:B-	
CP022441	incf	F-:A-:B-	
NC_019755	incf	F-:A-:B-	
NC_001848	incf	F-:A-:B-	
CP042018	incf	F-:A-:B-	
CP014086	incf	F-:A-:B-	
MK571810	incf	F-:A-:B-	
LN890523	incf	S1:A-:B-	
CP005192	incf	F-:A-:B-	
CP037218	incf	F-:A-:B-	
CP017855	incf	F-:A-:B-	
FO704549	incf	F-:A-:B-	
CP039589	incf	F-:A-:B-	
CP020003	incf	F-:A-:B-	
CP018342	incf	F-:A-:B-	
NC_019429	incf	F-:A-:B-	
KY704308	incf	F-:A-:B-	
CP009345	incf	F-:A-:B-	
CP032856	incf	F-:A-:B-	
CP037446	incf	F-:A-:B-	
NC_013305	incf	F-:A-:B-	
CP010321	incf	F-:A-:B-	
CP019048	incf	F-:A-:B-	
CP004878	incf	F-:A-:B-	
CP003111	incf	F-:A-:B15	
CP033791	incf	F-:A-:B-	
KX434880	incf	F-:A-:B-	
KU726092	incf	F-:A-:B-	
CP022747	incf	F-:A-:B-	
FN429023	incf	F-:A-:B-	
CP019227	incf	F-:A-:B-	
CP019696	incf	F27:A-:B-	
CP019264	incf	F-:A-:B-	
CP014913	incf	F-:A-:B-	
HE603220	incf	F-:A-:B-	
KX785325	incf	F-:A-:B-	
GU371928	incf	F2:A1:B-	
MH329870	incf	F-:A-:B-	
CP045723	incf	F-:A-:B-	
CP017788	incf	F-:A-:B-	
CP017408	incf	F-:A-:B-	
CP026418	incf	F-:A-:B-	
AF550415	incf	F-:A-:B-	
NC_017363	incf	F-:A-:B-	
AE017336	incf	F-:A-:B-	
CP033402	incf	K5:A-:B-	
NC_008768	incf	F-:A-:B-	
NC_002487	incf	F-:A-:B-	
CP041156	incf	F-:A-:B-	
CP023479	incf	F-:A-:B-	
NC_025144	incf	F-:A-:B-	
KC019311	incf	F-:A-:B-	
CP045535	incf	F-:A-:B-	
CP027503	incf	F-:A-:B-	
KC503911	incf	F-:A-:B-	
GQ900423	incf	F-:A-:B-	
CP034650	incf	F-:A-:B-	
CP030346	incf	F-:A-:B-	
NC_012106	incf	F-:A-:B-	
NC_019287	incf	F-:A-:B-	
GU080066	incf	F-:A-:B-	
AP018146	incf	F-:A-:B-	
CP009466	incf	F-:A-:B-	
NC_002093	incf	F-:A-:B-	
CP009672	incf	F-:A-:B-	
CP029162	incf	F-:A-:B-	
NC_021187	incf	F-:A-:B-	
CP034112	incf	F-:A-:B-	
CP014379	incf	F-:A-:B-	
CP015884	incf	F-:A-:B-	
AP006718	incf	F-:A-:B-	
CP016476	incf	F-:A-:B-	
MH587575	incf	F-:A-:B-	
CP040703	incf	F-:A-:B-	
CP014330	incf	F-:A-:B-	
NC_007141	incf	F-:A-:B-	
CP003966	incf	F-:A-:B-	
CP029218	incf	F-:A-:B-	
KY555070	incf	F-:A-:B-	
AY422720	incf	F-:A-:B-	
CP003465	incf	F-:A-:B-	
NC_019367	incf	F-:A-:B-	
CP019013	incf	F-:A-:B-	
CP001770	incf	F-:A-:B-	
AP017607	incf	F-:A-:B-	
NC_014615	incf	F36:A-:B6	
AP019710	incf	F-:A-:B-	
CP018185	incf	F-:A-:B-	
NC_012177	incf	F-:A-:B-	
CP011638	incf	F-:A-:B-	
CP022157	incf	F-:A-:B-	
CP045160	incf	Y1:A-:B-	
CP018327	incf	F-:A-:B-	
CP031852	incf	F35:A-:B-	
NC_015053	incf	F-:A-:B-	
CP022726	incf	F-:A-:B-	
LT969521	incf	F-:A-:B-	
GU256055	incf	F-:A-:B-	
AP020328	incf	F-:A-:B-	
CP019758	incf	F-:A-:B-	
CP013506	incf	F-:A-:B-	
MK858222	incf	F-:A-:B-	
NC_022992	incf	F-:A-:B-	
CP012866	incf	F-:A-:B-	
KY436024	incf	F-:A-:B-	
CP018457	incf	F-:A-:B-	
CP014658	incf	F-:A-:B-	
NC_019357	incf	F-:A-:B-	
NC_015154	incf	K2:A-:B-	
CP017256	incf	F-:A-:B-	
CP040800	incf	F-:A-:B-	
MG869622	incf	F-:A-:B-	
CP001538	incf	F-:A-:B-	
LN824137	incf	F-:A-:B-	
CP003074	incf	F-:A-:B-	
CP021049	incf	F-:A-:B-	
CP015330	incf	F-:A-:B-	
CP009701	incf	F-:A-:B-	
NC_015905	incf	F-:A-:B-	
HM560971	incf	F-:A-:B-	
CP009878	incf	F-:A-:B-	
CP010894	incf	F-:A-:B-	
CP026110	incf	F-:A-:B-	
CP010637	incf	F-:A-:B-	
CP018729	incf	F-:A-:B-	
AP018193	incf	F-:A-:B-	
MK477609	incf	F-:A-:B-	
CP011049	incf	F-:A-:B-	
EU707943	incf	F-:A-:B-	
EU675685	incf	F-:A-:B-	
CP003165	incf	F-:A-:B-	
AY263990	incf	F-:A-:B-	
CP024555	incf	F-:A-:B-	
AP007214	incf	F-:A-:B-	
CP028799	incf	F-:A-:B-	
NC_019003	incf	F-:A-:B-	
CP031207	incf	F-:A-:B-	
NC_019746	incf	F-:A-:B-	
KY075661	incf	F-:A-:B-	
KJ922127	incf	F-:A-:B-	
MH061179	incf	F-:A-:B-	
CP021761	incf	F-:A-:B-	
KT223770	incf	F-:A-:B-	
CP027608	incf	F-:A-:B-	
CP020913	incf	F-:A-:B-	
MF768471	incf	F-:A-:B-	
NC_019084	incf	F-:A-:B-	
NC_019138	incf	F-:A-:B-	
CP034143	incf	F-:A-:B-	
CP023900	incf	F-:A-:B-	
NC_003458	incf	F-:A-:B-	
CP041451	incf	F-:A-:B-	
MK461928	incf	F2:A-:B1	
AP018665	incf	F-:A-:B-	
NC_021524	incf	F-:A-:B-	
NC_012500	incf	F-:A-:B-	
CP031850	incf	F-:A-:B-	
CP032612	incf	F-:A-:B-	
CP022067	incf	F-:A-:B-	
CP032290	incf	F-:A-:B-	
NC_019081	incf	F-:A-:B-	
NC_012201	incf	F-:A-:B-	
CP024806	incf	F-:A-:B-	
AP014650	incf	F-:A-:B-	
MH884654	incf	F-:A-:B-	
MH917284	incf	F-:A-:B-	
CP041087	incf	F-:A-:B-	
KY389065	incf	F-:A-:B-	
MH220285	incf	F-:A-:B-	
CP028611	incf	F-:A-:B-	
CP044168	incf	F-:A-:B-	
GQ900448	incf	F-:A-:B-	
KT901798	incf	F-:A-:B-	
CP017262	incf	F-:A-:B-	
CP004389	incf	F-:A-:B-	
KR014106	incf	F-:A-:B-	
KU987453	incf	F-:A-:B-	
CP012654	incf	F-:A-:B-	
CP044268	incf	F-:A-:B-	
CP019460	incf	F-:A-:B-	
CP006787	incf	F-:A-:B-	
LT963392	incf	F-:A-:B-	
CP018353	incf	F-:A-:B-	
NC_009473	incf	F-:A-:B-	
NC_019071	incf	F2:A-:B-	
CP002370	incf	F-:A-:B-	
CP042409	incf	F-:A-:B-	
MH061381	incf	F-:A-:B-	
CP025274	incf	F-:A-:B-	
CP011298	incf	F-:A-:B-	
KX236309	incf	F-:A-:B-	
CP012296	incf	F-:A-:B-	
CP038024	incf	F-:A-:B-	
NC_021832	incf	F-:A-:B-	
NC_023320	incf	F-:A-:B-	
KM210088	incf	F-:A-:B-	
CP009595	incf	F-:A-:B-	
CP040246	incf	F-:A-:B-	
AE002565	incf	F-:A-:B-	
CP041601	incf	F-:A-:B-	
CP000864	incf	F-:A-:B-	
NC_009430	incf	F-:A-:B-	
NC_010932	incf	F-:A-:B-	
CP023651	incf	F-:A-:B-	
CP024345	incf	F-:A-:B-	
CP001613	incf	F-:A-:B-	
AP019383	incf	F-:A-:B-	
CP021705	incf	F-:A-:B-	
CP041734	incf	F-:A-:B-	
CP003996	incf	F-:A-:B-	
CP007157	incf	F-:A-:B-	
CP025926	incf	F-:A-:B-	
CP012572	incf	K5:A-:B-	
CP019642	incf	F-:A-:B-	
AP018229	incf	F-:A-:B-	
NC_005249	incf	F-:A-:B-	
LT992335	incf	F-:A-:B-	
NC_014105	incf	F-:A-:B-	
