name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
AusGEM_01082	-	O3	H48	O3:H48	-	Based on 3 allele(s)	wzx:0.999;wzy:0.999;fliC:0.99;	O3-4-wzx;O3-2-wzy-origin;H48-2-fliC;	99.866;99.908;98.731;	100;100;100;	contig00010;contig00010;contig00011;	44610-46103;47251-48336;118262-119758;	1494;1086;1497;	v1.0 (11-03-2020)	-
TEA_B1912	-	-	H18	-:H18	-	Based on 1 allele(s)	fliC:0.98;	H18-2-fliC;	97.958;	100;	CADHKW010000052.1;	5179-6843;	1665;	v1.0 (11-03-2020)	-
AusGEM_00968	-	O101/O162	H33	O101/O162:H33	-	Based on 3 allele(s)	wzm:0.999;wzt:1;fliC:1;	O101-1-wzm-origin;O101-2-wzt-origin;H33-1-fliC-origin;	99.872;100;100;	100;100;100;	contig00001;contig00001;contig00012;	196542-197321;197328-198080;16292-17578;	780;753;1287;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
AusGEM_01472	-	O89	H32	O89:H32	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H32-1-fliC-origin;	94.103;93.625;100;	100;100;100;	contig00046;contig00046;contig00001;	5550-6329;6336-7088;383276-384988;	780;753;1713;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
SRR11355593	-	-	H49	-:H49	-	Based on 1 allele(s)	fliC:1;	H49-6-fliC;	99.941;	100;	contig00003;	148709-150403;	1695;	v1.0 (11-03-2020)	-
AusGEM_00401	-	O143	H4	O143:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O143-4-wzx;O143-7-wzy;H4-2-fliC-origin;	99.917;100;100;	100;100;100;	contig00002;contig00002;contig00012;	34648-35853;31583-32664;88884-89933;	1206;1082;1050;	v1.0 (11-03-2020)	-
AusGEM_00008	-	-	H21	-:H21	-	Based on 1 allele(s)	fliC:1;	H21-12-fliC;	100;	100;	contig00024;	64277-65752;	1476;	v1.0 (11-03-2020)	-
TEA_TA112	-	O11	H15	O11:H15	-	Based on 3 allele(s)	wzx:0.853;wzy:0.53;fliC:1;	O11-3-wzx;O11-6-wzy;H15-1-fliC-origin;	99.151;100;100;	86;53;100;	CADGJI010000154.1;CADGJI010000158.1;CADGJI010000023.1;	1-1060;1-659;30371-32059;	1060;659;1689;	v1.0 (11-03-2020)	-
AUSMDU00022404	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;100;100;	100;100;100;	contig00005;contig00005;contig00013;	232897-234144;235255-236421;114649-115958;	1248;1167;1310;	v1.0 (11-03-2020)	-
SRR6456044	-	-	H18	-:H18	-	Based on 1 allele(s)	fliC:0.97;	H18-2-fliC;	97.187;	100;	contig00007;	105587-107257;	1671;	v1.0 (11-03-2020)	-
AUSMDU00030690	-	-	H4	-:H4	-	Based on 1 allele(s)	fliC:1;	H4-2-fliC-origin;	100;	100;	contig00026;	29863-30912;	1050;	v1.0 (11-03-2020)	-
AUSMDU00026895	-	O45	H6	O45:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O45-2-wzx-origin;O45-5-wzy-origin;H6-17-fliC;	100;100;99.637;	100;100;100;	contig00001;contig00001;contig00016;	49884-51146;47836-48927;11638-13284;	1263;1092;1653;	v1.0 (11-03-2020)	-
AusGEM_00245	-	O149	H10	O149:H10	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O149-1-wzx-origin;O149-2-wzy-origin;H10-8-fliC;	100;100;100;	100;100;100;	contig00001;contig00001;contig00010;	395821-397005;397856-398920;89012-90273;	1185;1065;1262;	v1.0 (11-03-2020)	-
TEA_15_5_C3	-	O39	H4	O39:H4	-	Based on 2 allele(s)	wzy:0.527;fliC:1;	O39-2-wzy-origin;H4-2-fliC-origin;	99.398;99.81;	53;100;	CADGVZ010000262.1;CADGVZ010000067.1;	1-664;31078-32127;	664;1050;	v1.0 (11-03-2020)	-
AusGEM_01207	-	O77/O17/O44/O106	H18	O77/O17/O44/O106:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00001;contig00001;contig00001;	47731-48966;46358-47689;208119-209783;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
AUSMDU00010639	-	O75	H5	O75:H5	-	Based on 2 allele(s)	wzx:0.54;fliC:1;	O75-4-wzx;H5-6-fliC;	100;100;	54;100;	contig00020;contig00021;	101517-102342;32455-33764;	826;1310;	v1.0 (11-03-2020)	-
AusGEM_00816	-	O77/O17/O44/O106	H1	O77/O17/O44/O106:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H1-11-fliC;	100;100;99.944;	100;100;100;	contig00002;contig00002;contig00002;	47974-49209;46601-47932;150587-152374;	1236;1332;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
AUSMDU00020172	-	O102	H6	O102:H6	-	Based on 3 allele(s)	wzx:0.99;wzy:0.609;fliC:1;	O102-6-wzx;O102-9-wzy;H6-17-fliC;	100;99.855;100;	99;61;100;	contig00027;contig00094;contig00002;	1-1186;1-690;347486-349138;	1186;690;1653;	v1.0 (11-03-2020)	-
TEA_A1_33	-	-	H4	-:H4	-	Based on 1 allele(s)	fliC:1;	H4-1-fliC-origin;	99.905;	100;	CADGZV010000008.1;	7752-8801;	1050;	v1.0 (11-03-2020)	-
AusGEM_01331	-	O18	H5	O18:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O18-6-wzx;O18-11-wzy;H5-2-fliC-origin;	100;100;99.924;	100;100;100;	contig00001;contig00001;contig00015;	585943-587190;587249-588437;112265-113575;	1248;1189;1311;	v1.0 (11-03-2020)	-
AUSMDU00051238	-	O102	H6	O102:H6	-	Based on 2 allele(s)	wzx:1;fliC:1;	O102-6-wzx;H6-17-fliC;	100;100;	100;100;	contig00015;contig00001;	76-1263;30131-31783;	1188;1653;	v1.0 (11-03-2020)	-
AUSMDU00004616	-	O102	H6	O102:H6	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:0.99;	O102-6-wzx;O102-9-wzy;H6-17-fliC;	100;99.912;99.279;	100;100;100;	contig00010;contig00010;contig00009;	96472-97659;98661-99791;120802-122466;	1188;1131;1665;	v1.0 (11-03-2020)	-
AusGEM_01410	-	O4	H5	O4:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O4-1-wzx-origin;O4-2-wzy-origin;H5-2-fliC-origin;	100;100;99.924;	100;100;100;	contig00005;contig00005;contig00004;	37145-38383;35062-36249;124691-126001;	1239;1188;1311;	v1.0 (11-03-2020)	-
AUSMDU00019503	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;100;100;	100;100;100;	contig00003;contig00003;contig00006;	331244-332491;333602-334768;174813-176122;	1248;1167;1310;	v1.0 (11-03-2020)	-
AusGEM_01071	-	O153	H25	O153:H25	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H25-2-fliC-origin;	100;100;100;	100;100;100;	contig00001;contig00001;contig00002;	24788-25966;26923-28101;401583-402914;	1179;1179;1332;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
AUSMDU00016011	-	O2/O50	H4	O2/O50:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-1-wzx-origin;O2-2-wzy-origin;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00003;contig00003;contig00006;	342357-343619;345332-346294;243824-244873;	1263;963;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AusGEM_00480	-	O6	H31	O6:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-26-wzy;H31-2-fliC-origin;	100;100;100;	100;100;100;	contig00005;contig00005;contig00002;	311956-313212;313212-314555;124709-126376;	1257;1344;1668;	v1.0 (11-03-2020)	-
ERR537636	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-18-fliC;	96.032;95.673;99.81;	100;100;100;	contig00037;contig00037;contig00014;	21765-23024;18550-19612;97146-98195;	1260;1063;1050;	v1.0 (11-03-2020)	-
ERR5355838	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00017;contig00017;contig00015;	89771-91030;93183-94245;38315-39364;	1260;1063;1050;	v1.0 (11-03-2020)	-
AUSMDU00010674	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.704;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	95.952;96.401;100;	100;73;100;	contig00009;contig00124;contig00030;	160314-161573;1-778;30958-32007;	1260;778;1050;	v1.0 (11-03-2020)	-
AusGEM_00425	-	O15	H31	O15:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-1-wzx-origin;O15-2-wzy-origin;H31-2-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00005;	430261-431505;432538-433716;123980-125647;	1245;1179;1668;	v1.0 (11-03-2020)	-
ERR5355726	-	O2/O50	H1	O2/O50:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-1-wzx-origin;O2-11-wzy;H1-1-fliC-origin;	100;100;100;	100;100;100;	contig00001;contig00001;contig00013;	36533-37795;33858-34820;59937-61724;	1263;963;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AUSMDU00015544	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00023;contig00086;contig00024;	65553-66812;989-2051;38315-39364;	1260;1063;1050;	v1.0 (11-03-2020)	-
AUSMDU00024937	-	O8	H4	O8:H4	-	Based on 3 allele(s)	wzm:0.997;wzt:0.997;fliC:1;	O8-17-wzm;O8-31-wzt;H4-15-fliC;	99.748;99.671;99.714;	100;100;100;	contig00038;contig00038;contig00052;	30587-31381;29373-30587;7440-8486;	795;1215;1050;	v1.0 (11-03-2020)	-
AUSMDU00024109	-	-	H21	-:H21	-	Based on 1 allele(s)	fliC:1;	H21-12-fliC;	100;	100;	contig00009;	46777-48252;	1476;	v1.0 (11-03-2020)	-
AUSMDU00032553	-	O15	H1	O15:H1	-	Based on 3 allele(s)	wzx:1;wzy:0.81;fliC:1;	O15-4-wzx;O15-8-wzy;H1-11-fliC;	100;100;100;	100;81;100;	contig00005;contig00005;contig00001;	1985-3229;1-952;465124-466911;	1245;952;1788;	v1.0 (11-03-2020)	-
SRR4241808	-	O153	H34	O153:H34	-	Based on 3 allele(s)	wzx:0.54;wzy:0.957;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H34-5-fliC;	100;99.734;100;	54;96;100;	contig00211;contig00174;contig00029;	1-631;960-2088;23352-24989;	631;1129;1638;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
SRR7912407	-	O75	H5	O75:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O75-6-wzx;O75-11-wzy;H5-6-fliC;	100;100;100;	100;100;100;	contig00002;contig00002;contig00010;	137485-139017;143916-144989;123380-124689;	1533;1074;1310;	v1.0 (11-03-2020)	-
AUSMDU00019680	-	O75	H5	O75:H5	-	Based on 3 allele(s)	wzx:0.559;wzy:0.49;fliC:1;	O75-6-wzx;O75-11-wzy;H5-6-fliC;	99.883;100;100;	56;49;100;	contig00073;contig00093;contig00019;	1-857;350-878;50834-52143;	857;529;1310;	v1.0 (11-03-2020)	-
TEA_E9855	-	O8	H19	O8:H19	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-16-wzm;O8-32-wzt;H19-4-fliC;	100;100;99.945;	100;100;100;	CADGGQ010000003.1;CADGGQ010000003.1;CADGGQ010000051.1;	54331-55125;53117-54331;46837-48668;	795;1215;1832;	v1.0 (11-03-2020)	-
AUSMDU00019371	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00002;contig00002;contig00027;	351856-353115;355268-356330;24201-25250;	1260;1063;1050;	v1.0 (11-03-2020)	-
TEA_GNB_2809	-	O1	H6	O1:H6	-	Based on 2 allele(s)	wzx:1;fliC:1;	O1-1-wzx-origin;H6-17-fliC;	100;99.637;	100;100;	CADHOI010000044.1;CADHOI010000082.1;	284-1510;30377-32023;	1227;1653;	v1.0 (11-03-2020)	-
AUSMDU00008273	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00003;contig00074;contig00015;	178-1437;2030-3092;97225-98274;	1260;1063;1050;	v1.0 (11-03-2020)	-
AusGEM_01483	-	O102	H6	O102:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O102-6-wzx;O102-9-wzy;H6-17-fliC;	100;100;99.638;	100;100;100;	contig00005;contig00005;contig00004;	280500-281687;282690-283820;200587-202245;	1188;1131;1659;	v1.0 (11-03-2020)	-
AUSMDU00008205	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00002;contig00002;contig00017;	338873-340132;342285-343347;38315-39364;	1260;1063;1050;	v1.0 (11-03-2020)	-
AUSMDU00060808	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.956;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.579;100;	100;100;100;	contig00005;contig00049;contig00013;	1638-2897;18638-19700;97224-98273;	1260;1063;1050;	v1.0 (11-03-2020)	-
SRR7790748	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	contig00001;contig00001;contig00025;	404638-406029;402770-403936;44072-45829;	1392;1167;1758;	v1.0 (11-03-2020)	-
AUSMDU00007564	-	-	H9	-:H9	-	Based on 1 allele(s)	fliC:1;	H9-1-fliC-origin;	99.95;	100;	contig00003;	190725-192737;	2013;	v1.0 (11-03-2020)	-
SRR7790744	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	contig00015;contig00015;contig00026;	111540-112931;109672-110838;44011-45768;	1392;1167;1758;	v1.0 (11-03-2020)	-
AUSMDU00019357	-	O25	H4	O25:H4	-	Based on 2 allele(s)	wzy:0.957;fliC:1;	O25-2-wzy-origin;H4-2-fliC-origin;	95.673;99.905;	100;100;	contig00079;contig00026;	598-1660;38315-39364;	1063;1050;	v1.0 (11-03-2020)	-
SRR7469861	-	O153	H34	O153:H34	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H34-5-fliC;	100;100;100;	100;100;100;	contig00027;contig00027;contig00004;	536-1714;2671-3849;49472-51109;	1179;1179;1638;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
TEA_GNB_2781	-	O153	H6	O153:H6	-	Based on 2 allele(s)	wzy:0.55;fliC:1;	O153-4-wzy-origin;H6-17-fliC;	100;99.637;	55;100;	CADHOM010000201.1;CADHOM010000015.1;	978-1629;11041-12687;	652;1653;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
TEA_C2_93	-	O1	H6	O1:H6	-	Based on 3 allele(s)	wzx:1;wzy:0.96;fliC:1;	O1-1-wzx-origin;O1-7-wzy;H6-17-fliC;	100;100;99.637;	100;96;100;	CADHBY010000038.1;CADHBY010000313.1;CADHBY010000093.1;	126109-127335;1-963;20573-22219;	1227;963;1653;	v1.0 (11-03-2020)	-
AUSMDU00022556	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.788;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;96.114;100;	100;82;100;	contig00036;contig00080;contig00013;	19239-20498;200-1074;38315-39364;	1260;875;1050;	v1.0 (11-03-2020)	-
TEA_E5753	-	O155	H32	O155:H32	-	Based on 2 allele(s)	wzx:0.997;fliC:1;	O155-3-wzx;H32-2-fliC;	99.689;100;	100;100;	CADGOF010000072.1;CADGOF010000065.1;	30470-31756;42988-44700;	1287;1713;	v1.0 (11-03-2020)	-
AusGEM_00049	-	O45	H19	O45:H19	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O45-3-wzx-origin;O45-20-wzy;H19-2-fliC-origin;	99.921;100;100;	100;100;100;	contig00001;contig00001;contig00009;	181820-183079;184503-185190;122009-123850;	1260;688;1842;	v1.0 (11-03-2020)	-
AusGEM_01506	-	O100	H25	O100:H25	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O100-1-wzx-origin;O100-2-wzy-origin;H25-2-fliC-origin;	100;100;100;	100;100;100;	contig00003;contig00003;contig00003;	239008-240249;236626-237795;122811-124142;	1242;1170;1332;	v1.0 (11-03-2020)	-
ERR5355981	-	O2/O50	H1	O2/O50:H1	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O2-1-wzx-origin;O2-11-wzy;H1-1-fliC-origin;	100;99.896;100;	100;100;100;	contig00001;contig00001;contig00013;	36553-37815;33878-34840;48927-50714;	1263;963;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AusGEM_00954	-	-	H28	-:H28	-	Based on 1 allele(s)	fliC:1;	H28-3-fliC;	99.885;	100;	contig00032;	49573-51312;	1740;	v1.0 (11-03-2020)	-
SRR7758883	-	O75	H5	O75:H5	-	Based on 2 allele(s)	wzx:0.959;fliC:1;	O75-6-wzx;H5-6-fliC;	99.932;100;	96;100;	contig00017;contig00025;	1-1470;41023-42332;	1470;1310;	v1.0 (11-03-2020)	-
AusGEM_00116	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O78-4-wzx;O78-5-wzy;H4-2-fliC-origin;	99.929;100;100;	100;100;100;	contig00006;contig00006;contig00012;	25356-26771;29498-30619;40802-41851;	1416;1122;1050;	v1.0 (11-03-2020)	-
AusGEM_00427	-	O75	H7	O75:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O75-4-wzx;O75-11-wzy;H7-4-fliC-origin;	100;100;100;	100;100;100;	contig00001;contig00001;contig00003;	598979-600511;593007-594080;282416-284173;	1533;1074;1758;	v1.0 (11-03-2020)	-
TEA_E3628	-	-	H37	-:H37	-	Based on 1 allele(s)	fliC:1;	H37-3-fliC;	100;	100;	CADGRF010000016.1;	21641-23326;	1686;	v1.0 (11-03-2020)	-
AusGEM_01844	-	O93	H7	O93:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O93-1-wzx-origin;O93-2-wzy-origin;H7-6-fliC-origin;	100;100;99.772;	100;100;100;	contig00004;contig00004;contig00002;	218336-219535;219557-221068;242579-244336;	1200;1512;1758;	v1.0 (11-03-2020)	-
AUSMDU00024951	-	O75	H7	O75:H7	-	Based on 3 allele(s)	wzx:0.54;wzy:1;fliC:1;	O75-4-wzx;O75-11-wzy;H7-4-fliC-origin;	100;100;100;	54;100;100;	contig00034;contig00001;contig00016;	27707-28529;631958-633031;46145-47902;	823;1074;1758;	v1.0 (11-03-2020)	-
AusGEM_02021	-	O4	H5	O4:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O4-1-wzx-origin;O4-2-wzy-origin;H5-2-fliC-origin;	100;100;99.924;	100;100;100;	contig00025;contig00025;contig00001;	12753-13991;10670-11857;409427-410737;	1239;1188;1311;	v1.0 (11-03-2020)	-
AUSMDU00023057	-	O102	H6	O102:H6	-	Based on 2 allele(s)	wzx:1;fliC:0.62;	O102-6-wzx;H6-17-fliC;	100;99.903;	100;62;	contig00027;contig00007;	1459-2646;167273-168302;	1188;1030;	v1.0 (11-03-2020)	-
SRR7912387	-	O75	H5	O75:H5	-	Based on 3 allele(s)	wzx:0.609;wzy:0.668;fliC:1;	O75-6-wzx;O75-11-wzy;H5-6-fliC;	99.785;99.723;100;	61;67;100;	contig00046;contig00050;contig00011;	1-929;1072-1793;123380-124689;	929;722;1310;	v1.0 (11-03-2020)	-
TEA_E6882	-	-	H32	-:H32	-	Based on 1 allele(s)	fliC:1;	H32-1-fliC-origin;	100;	100;	CADGTH010000055.1;	43033-44745;	1713;	v1.0 (11-03-2020)	-
AusGEM_00957	-	O179	H32	O179:H32	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O179-1-wzx-origin;O179-2-wzy-origin;H32-1-fliC-origin;	100;100;100;	100;100;100;	contig00045;contig00045;contig00019;	5795-7255;8391-9494;70610-72322;	1461;1104;1713;	v1.0 (11-03-2020)	-
SRR12398597	-	O157	H7	O157:H7	-	Based on 2 allele(s)	wzx:0.5;fliC:1;	O157-16-wzx;H7-1-fliC-origin;	100;100;	50;100;	contig00246;contig00059;	1-697;15357-17114;	697;1758;	v1.0 (11-03-2020)	-
SRR13558082	-	O21	H12	O21:H12	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O21-3-wzx;O21-2-wzy-origin;H12-4-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00002;	226137-227372;222766-223848;121630-123417;	1236;1083;1788;	v1.0 (11-03-2020)	-
AusGEM_01215	-	O6/O25	H1	O6/O25:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	contig00024;contig00024;contig00012;	37113-38369;35770-37113;41064-42851;	1257;1344;1788;	v1.0 (11-03-2020)	-
AusGEM_00769	-	O83	H31	O83:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O83-3-wzx-origin;O83-2-wzy-origin;H31-2-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00002;	594143-595519;592911-594146;425061-426728;	1377;1236;1668;	v1.0 (11-03-2020)	-
TEA_B1824	-	-	H11	-:H11	-	Based on 1 allele(s)	fliC:1;	H11-4-fliC;	100;	100;	CADHLI010000263.1;	4179-5637;	1459;	v1.0 (11-03-2020)	-
AUSMDU00024067	-	O8	H4	O8:H4	-	Based on 3 allele(s)	wzm:1;wzt:0.997;fliC:1;	O8-1-wzm-origin;O8-31-wzt;H4-15-fliC;	100;99.671;100;	100;100;100;	contig00018;contig00018;contig00010;	90429-91223;89215-90429;5883-6932;	795;1215;1050;	v1.0 (11-03-2020)	-
TEA_C1_15	-	O86	H16	O86:H16	-	Based on 3 allele(s)	wzx:0.95;wzy:1;fliC:1;	O86-7-wzx;O86-15-wzy;H16-25-fliC;	100;100;100;	95;100;100;	CADGMV010000042.1;CADGMV010000074.1;CADGMV010000049.1;	6422-7568;24148-25489;32990-34564;	1147;1342;1575;	v1.0 (11-03-2020)	-
AUSMDU00011310	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.872;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.846;100;	100;91;100;	contig00001;contig00068;contig00014;	358359-359618;1-963;97225-98274;	1260;963;1050;	v1.0 (11-03-2020)	-
AusGEM_00068	-	O53	H4	O53:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O53-1-wzx-origin;O53-2-wzy-origin;H4-2-fliC-origin;	99.919;100;100;	100;100;100;	contig00020;contig00020;contig00031;	45382-46611;47710-49002;22762-23811;	1230;1293;1050;	v1.0 (11-03-2020)	-
SRR5512234	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	contig00007;contig00007;contig00002;	199082-200308;202576-203580;276946-278703;	1227;1005;1758;	v1.0 (11-03-2020)	-
AusGEM_01712	-	O1	H6	O1:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-7-wzy;H6-17-fliC;	100;100;99.637;	100;100;100;	contig00016;contig00016;contig00013;	30018-31244;33512-34516;112281-113927;	1227;1005;1653;	v1.0 (11-03-2020)	-
AusGEM_01934	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00004;contig00004;contig00016;	194581-195840;197993-199055;31007-32056;	1260;1063;1050;	v1.0 (11-03-2020)	-
TEA_B1830	-	-	H19	-:H19	-	Based on 1 allele(s)	fliC:0.55;	H19-2-fliC-origin;	99.901;	55;	CADHMK010000275.1;	5244-6251;	1008;	v1.0 (11-03-2020)	-
TEA_TA341	-	-	H7	-:H7	-	Based on 1 allele(s)	fliC:1;	H7-6-fliC-origin;	100;	100;	CADFWQ010000018.1;	28550-30307;	1758;	v1.0 (11-03-2020)	-
AusGEM_01967	-	O155/O8	H10	O155/O8:H10	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O155-3-wzx;O155-4-wzy;H10-20-fliC;	99.922;100;100;	100;100;100;	contig00023;contig00023;contig00003;	12674-13960;8079-9032;414293-415555;	1287;954;1263;	v1.0 (11-03-2020)	-
TEA_E5405	-	O185	H47	O185:H47	-	Based on 2 allele(s)	wzx:1;flkA:1;	O185-3-wzx;H47-2-flkA;	100;100;	100;100;	CADGHO010000092.1;CADGHO010000032.1;	1529-2962;23584-24690;	1434;1107;	v1.0 (11-03-2020)	-
AUSMDU00015686	-	O8	H10	O8:H10	-	Based on 3 allele(s)	wzm:0.999;wzt:0.998;fliC:1;	O8-10-wzm;O8-3-wzt-origin;H10-13-fliC;	99.874;99.835;100;	100;100;100;	contig00002;contig00002;contig00009;	27856-28650;26642-27856;162095-163356;	795;1215;1262;	v1.0 (11-03-2020)	-
