name	genes_detected	quadraplex_resuts	alleles_for_C_or_G	clermontyping_phylogroup	mashfile
AUSMDU00024951	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00024951.fasta_mash_screen.tab
AusGEM_02021	['trpBA', 'chuA', 'yjaA', 'trpAgpC']	['-', '+', '+', '-']	['trpAgpC']	B2	AusGEM_02021.fasta_mash_screen.tab
AUSMDU00023057	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00023057.fasta_mash_screen.tab
SRR7912387	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR7912387.fasta_mash_screen.tab
TEA_E6882	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_E6882.fasta_mash_screen.tab
AusGEM_00957	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_00957.fasta_mash_screen.tab
SRR12398597	['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '+', '-', '-']	['ArpAgpE', 'trpAgpC']	E	SRR12398597.fasta_mash_screen.tab
SRR13558082	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	SRR13558082.fasta_mash_screen.tab
AusGEM_01215	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01215.fasta_mash_screen.tab
AusGEM_00769	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00769.fasta_mash_screen.tab
TEA_B1824	['ybgD', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_B1824.fasta_mash_screen.tab
AUSMDU00024067	['trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AUSMDU00024067.fasta_mash_screen.tab
TEA_C1_15	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_C1_15.fasta_mash_screen.tab
AUSMDU00011310	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00011310.fasta_mash_screen.tab
AusGEM_00068	['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	G	AusGEM_00068.fasta_mash_screen.tab
SRR5512234	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR5512234.fasta_mash_screen.tab
AusGEM_01712	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AusGEM_01712.fasta_mash_screen.tab
AusGEM_01934	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01934.fasta_mash_screen.tab
TEA_B1830	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	TEA_B1830.fasta_mash_screen.tab
TEA_TA341	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_TA341.fasta_mash_screen.tab
AusGEM_01967	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_01967.fasta_mash_screen.tab
TEA_E5405	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_E5405.fasta_mash_screen.tab
AUSMDU00015686	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00015686.fasta_mash_screen.tab
AUSMDU00019336	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00019336.fasta_mash_screen.tab
AusGEM_00540	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00540.fasta_mash_screen.tab
SRR7724806	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	SRR7724806.fasta_mash_screen.tab
AusGEM_00146	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AusGEM_00146.fasta_mash_screen.tab
SRR11080157	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR11080157.fasta_mash_screen.tab
ERR5355933	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	ERR5355933.fasta_mash_screen.tab
AUSMDU00037482	['trpBA', 'chuA']	['-', '+', '-', '-']	[]	F	AUSMDU00037482.fasta_mash_screen.tab
AusGEM_00668	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00668.fasta_mash_screen.tab
SRR7724590	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	SRR7724590.fasta_mash_screen.tab
AUSMDU00008260	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AUSMDU00008260.fasta_mash_screen.tab
AusGEM_00547	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00547.fasta_mash_screen.tab
TEA_E7603	['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'trpAgpC']	['-', '+', '-', '+']	['trpAgpC']	B2	TEA_E7603.fasta_mash_screen.tab
SRR5936495	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	SRR5936495.fasta_mash_screen.tab
AusGEM_01889	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_01889.fasta_mash_screen.tab
AusGEM_01327	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01327.fasta_mash_screen.tab
AusGEM_01043	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AusGEM_01043.fasta_mash_screen.tab
SRR4241875	['trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	SRR4241875.fasta_mash_screen.tab
AUSMDU00016434	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AUSMDU00016434.fasta_mash_screen.tab
TEA_B1009	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_B1009.fasta_mash_screen.tab
AusGEM_00611	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_00611.fasta_mash_screen.tab
SRR7790725	['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '+', '-', '-']	['ArpAgpE', 'trpAgpC']	E	SRR7790725.fasta_mash_screen.tab
SRR9924660	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	SRR9924660.fasta_mash_screen.tab
SRR7912422	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR7912422.fasta_mash_screen.tab
TEA_E6007	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']	['+', '-', '-', '+']	[]	B1	TEA_E6007.fasta_mash_screen.tab
SRR9924656	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	SRR9924656.fasta_mash_screen.tab
TEA_70_1_AC3	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	TEA_70_1_AC3.fasta_mash_screen.tab
TEA_B1899	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_B1899.fasta_mash_screen.tab
AusGEM_01496	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_01496.fasta_mash_screen.tab
SRR11608166	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR11608166.fasta_mash_screen.tab
AUSMDU00020094	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00020094.fasta_mash_screen.tab
AUSMDU00005233	['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '+', '-', '-']	['ArpAgpE', 'trpAgpC']	E	AUSMDU00005233.fasta_mash_screen.tab
AusGEM_01140	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01140.fasta_mash_screen.tab
SRR11094159	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	SRR11094159.fasta_mash_screen.tab
AUSMDU00048794	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00048794.fasta_mash_screen.tab
SRR14160903	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	SRR14160903.fasta_mash_screen.tab
AusGEM_01542	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01542.fasta_mash_screen.tab
AusGEM_00647	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00647.fasta_mash_screen.tab
AUSMDU00023634	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00023634.fasta_mash_screen.tab
TEA_E5359	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_E5359.fasta_mash_screen.tab
AusGEM_01516	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AusGEM_01516.fasta_mash_screen.tab
AusGEM_01064	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_01064.fasta_mash_screen.tab
AusGEM_00398	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00398.fasta_mash_screen.tab
AUSMDU00010320	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'trpAgpC']	['+', '-', '+', '-']	['trpAgpC']	C	AUSMDU00010320.fasta_mash_screen.tab
TEA_B1808	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_B1808.fasta_mash_screen.tab
AusGEM_01145	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01145.fasta_mash_screen.tab
TEA_M644693	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_M644693.fasta_mash_screen.tab
AUSMDU00014292	['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '+', '-', '-']	['ArpAgpE', 'trpAgpC']	E	AUSMDU00014292.fasta_mash_screen.tab
AusGEM_01138	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01138.fasta_mash_screen.tab
AusGEM_01202	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01202.fasta_mash_screen.tab
AusGEM_01642	['trpBA', 'chuA', 'aesI']	['-', '+', '-', '-']	['aesI']	F	AusGEM_01642.fasta_mash_screen.tab
AusGEM_01490	['trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_01490.fasta_mash_screen.tab
AusGEM_00946	['trpA', 'trpBA', 'TspE4.C2', 'arpA', 'ArpAgpE']	['+', '-', '-', '+']	['ArpAgpE']	B1	AusGEM_00946.fasta_mash_screen.tab
AusGEM_01066	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_01066.fasta_mash_screen.tab
AusGEM_00587	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00587.fasta_mash_screen.tab
SRR5512170	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR5512170.fasta_mash_screen.tab
AusGEM_00877	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_00877.fasta_mash_screen.tab
AusGEM_01679	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_01679.fasta_mash_screen.tab
AusGEM_00249	['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'ArpAgpE']	['+', '+', '-', '+']	['ArpAgpE']	E	AusGEM_00249.fasta_mash_screen.tab
AusGEM_01191	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01191.fasta_mash_screen.tab
SRR11341658	['trpA', 'trpBA', 'chuA']	['-', '+', '-', '-']	[]	F	SRR11341658.fasta_mash_screen.tab
AusGEM_00285	['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'ArpAgpE']	['+', '+', '-', '+']	['ArpAgpE']	E	AusGEM_00285.fasta_mash_screen.tab
AusGEM_01278	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AusGEM_01278.fasta_mash_screen.tab
ERR5355635	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	ERR5355635.fasta_mash_screen.tab
AUSMDU00022558	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00022558.fasta_mash_screen.tab
AusGEM_01061	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_01061.fasta_mash_screen.tab
AUSMDU00032793	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00032793.fasta_mash_screen.tab
SRR7790738	['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '+', '-', '-']	['ArpAgpE', 'trpAgpC']	E	SRR7790738.fasta_mash_screen.tab
AusGEM_00411	['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	G	AusGEM_00411.fasta_mash_screen.tab
TEA_7_14_6A	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']	['+', '-', '-', '+']	[]	B1	TEA_7_14_6A.fasta_mash_screen.tab
AUSMDU00008631	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AUSMDU00008631.fasta_mash_screen.tab
TEA_E2408	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_E2408.fasta_mash_screen.tab
TEA_B1930	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	TEA_B1930.fasta_mash_screen.tab
SRR7724717	['trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	SRR7724717.fasta_mash_screen.tab
AusGEM_01292	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_01292.fasta_mash_screen.tab
TEA_E6249	['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE']	['+', '+', '-', '-']	['ArpAgpE']	E	TEA_E6249.fasta_mash_screen.tab
AUSMDU00023328	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00023328.fasta_mash_screen.tab
AusGEM_01921	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01921.fasta_mash_screen.tab
TEA_17_2_DC14	['trpA', 'trpBA', 'chuA']	['-', '+', '-', '-']	[]	F	TEA_17_2_DC14.fasta_mash_screen.tab
AusGEM_01827	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01827.fasta_mash_screen.tab
TEA_E4942	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_E4942.fasta_mash_screen.tab
SRR7758862	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR7758862.fasta_mash_screen.tab
AusGEM_01224	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_01224.fasta_mash_screen.tab
TEA_E7267	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_E7267.fasta_mash_screen.tab
TEA_A1_31	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_A1_31.fasta_mash_screen.tab
TEA_55_1_TC9	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_55_1_TC9.fasta_mash_screen.tab
SRR14160944	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	SRR14160944.fasta_mash_screen.tab
AUSMDU00025586	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00025586.fasta_mash_screen.tab
AusGEM_01307	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01307.fasta_mash_screen.tab
AUSMDU00016531	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AUSMDU00016531.fasta_mash_screen.tab
AUSMDU00038883	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00038883.fasta_mash_screen.tab
TEA_B1542	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	TEA_B1542.fasta_mash_screen.tab
AusGEM_01761	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AusGEM_01761.fasta_mash_screen.tab
AusGEM_01846	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_01846.fasta_mash_screen.tab
TEA_E1215	['ybgD', 'trpA', 'trpBA', 'arpA', 'trpAgpC']	['+', '-', '-', '-']	['trpAgpC']	A	TEA_E1215.fasta_mash_screen.tab
TEA_H062	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_H062.fasta_mash_screen.tab
TEA_E9567	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	TEA_E9567.fasta_mash_screen.tab
ERR5355919	['chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR5355919.fasta_mash_screen.tab
AusGEM_01058	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_01058.fasta_mash_screen.tab
ERR5355864	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR5355864.fasta_mash_screen.tab
AUSMDU00010594	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00010594.fasta_mash_screen.tab
AusGEM_00624	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_00624.fasta_mash_screen.tab
AusGEM_00417	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00417.fasta_mash_screen.tab
SRR11341598	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	SRR11341598.fasta_mash_screen.tab
AUSMDU00021201	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00021201.fasta_mash_screen.tab
SRR7469850	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR7469850.fasta_mash_screen.tab
AUSMDU00008633	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00008633.fasta_mash_screen.tab
AUSMDU00019970	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00019970.fasta_mash_screen.tab
AusGEM_01111	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_01111.fasta_mash_screen.tab
AusGEM_01746	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AusGEM_01746.fasta_mash_screen.tab
TEA_A2_17	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_A2_17.fasta_mash_screen.tab
AusGEM_01005	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_01005.fasta_mash_screen.tab
SRR7724726	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	SRR7724726.fasta_mash_screen.tab
TEA_E2893	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']	['+', '-', '-', '+']	[]	B1	TEA_E2893.fasta_mash_screen.tab
AusGEM_02009	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_02009.fasta_mash_screen.tab
AusGEM_00179	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_00179.fasta_mash_screen.tab
TEA_H552	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_H552.fasta_mash_screen.tab
AUSMDU00010935	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00010935.fasta_mash_screen.tab
TEA_2_1_P20	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_2_1_P20.fasta_mash_screen.tab
AusGEM_00794	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00794.fasta_mash_screen.tab
TEA_E9644	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_E9644.fasta_mash_screen.tab
AusGEM_00154	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00154.fasta_mash_screen.tab
AusGEM_00259	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AusGEM_00259.fasta_mash_screen.tab
SRR8359556	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	SRR8359556.fasta_mash_screen.tab
AusGEM_00901	['trpA', 'trpBA', 'yjaA', 'arpA', 'ArpAgpE']	['+', '-', '+', '-']	['ArpAgpE']	A	AusGEM_00901.fasta_mash_screen.tab
TEA_E5627	['trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	TEA_E5627.fasta_mash_screen.tab
