ID	Tx:2500	Tx:2250	Tx:2000	Tx:1750	Tx:1500	Tx:1250	Tx:1000	Tx:750	Tx:500	Tx:400	Tx:300	Tx:200	Tx:150	Tx:100	Tx:75	Tx:50	Tx:25	Tx:10	Tx:9	Tx:8	Tx:7	Tx:6	Tx:5	Tx:4	Tx:3	Tx:2	Tx:1	Tx:0
AusGEM_01680	1	7	45	12	50	367	367	11	571	571	571	1142	1142	1142	1142	1142	571	142	142	142	142	284	284	142	142	71	104	UC
AusGEM_01681	1	7	45	12	50	367	367	11	571	571	571	1142	1142	1142	1142	1142	571	142	142	142	142	284	284	142	142	71	104	UC
AusGEM_01682	1	7	45	12	50	367	367	11	571	571	571	1142	1142	1142	1142	1142	571	142	142	142	142	284	284	142	142	71	104	UC
AusGEM_01683	1	7	45	12	50	367	367	11	571	571	571	1142	1142	1142	1142	1142	571	142	142	142	142	284	284	142	142	71	UC	UC
AusGEM_01684	1	2	8	17	29	183	91	261	261	261	522	522	522	522	1045	1045	522	522	522	261	261	261	261	261	261	130	130	UC
AusGEM_01685	1	7	45	15	36	36	36	35	29	82	261	261	261	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01686	1	7	45	15	36	36	36	35	29	82	261	261	261	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01687	1	2	8	88	88	89	215	215	53	152	76	351	703	175	543	543	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01688	1	2	8	88	88	89	215	215	53	152	76	351	703	175	133	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01689	1	2	8	88	88	89	215	215	53	152	76	9	188	5	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01690	1	2	8	88	88	89	215	215	53	152	76	351	703	175	133	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01691	1	8	111	55	55	13	33	245	122	7	497	497	497	994	497	248	395	61	3	18	9	141	4	103	12	69	70	UC
AusGEM_01692	1	8	111	55	55	13	33	245	122	7	497	497	497	994	497	248	395	261	130	65	4	318	159	159	159	79	UC	UC
AusGEM_01693	1	8	111	55	55	13	33	245	122	7	497	497	497	994	497	248	395	61	3	18	9	141	4	UC	UC	UC	UC	UC
AusGEM_01694	1	8	111	55	55	13	33	245	122	7	497	497	497	994	497	248	395	61	3	18	9	UC	UC	UC	UC	UC	UC	UC
AusGEM_01695	1	8	111	55	55	13	33	245	122	7	497	497	497	994	497	248	395	61	3	18	9	141	4	103	12	69	UC	UC
AusGEM_01696	1	8	111	55	55	13	33	245	122	7	497	497	497	994	497	248	395	261	130	65	4	318	159	159	159	79	UC	UC
AusGEM_01697	1	8	111	55	55	13	33	245	122	7	497	497	497	994	497	248	395	61	3	18	9	141	4	103	12	UC	UC	UC
AusGEM_01698	1	8	111	55	55	13	33	245	122	7	497	497	497	994	497	248	395	61	3	18	9	141	4	103	12	69	70	UC
AusGEM_01699	1	8	111	55	55	13	33	245	122	7	497	497	497	994	497	248	395	61	3	18	9	1137	1137	568	568	284	142	UC
AusGEM_01700	1	8	111	55	55	13	33	245	122	7	497	497	497	994	497	248	395	61	3	18	9	1137	1137	568	568	284	142	UC
AusGEM_01701	1	8	111	55	55	13	33	245	122	7	497	497	497	994	497	248	395	61	3	18	9	141	4	103	12	69	70	UC
AusGEM_01702	1	8	111	55	55	13	33	245	122	7	497	497	497	994	497	248	395	61	3	18	9	141	4	103	12	UC	UC	UC
AusGEM_01703	1	8	111	55	55	13	33	245	122	7	497	497	497	994	497	248	395	61	3	18	9	1137	1137	568	568	284	142	UC
AusGEM_01704	1	8	111	55	55	13	33	245	122	7	497	497	497	994	497	248	395	261	130	65	4	UC	UC	UC	UC	UC	UC	UC
AusGEM_01705	1	8	111	55	55	13	33	245	122	7	497	497	497	994	497	248	395	61	3	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01706	1	7	45	2	25	365	45	78	5	102	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01707	1	8	111	55	55	13	33	98	78	6	226	96	86	122	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01708	1	8	111	55	55	13	33	98	78	6	26	77	755	755	193	314	70	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01709	1	8	111	55	55	13	33	98	331	162	40	275	2	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01710	1	8	111	55	55	13	33	98	78	6	26	77	755	755	193	314	70	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01711	1	8	111	55	55	13	33	98	78	6	226	96	86	122	7	941	267	534	267	267	267	267	267	8	UC	UC	UC	UC
AusGEM_01712	1	8	111	55	55	13	33	98	78	6	226	96	86	122	7	941	267	534	267	267	267	267	267	8	UC	UC	UC	UC
AusGEM_01713	1	8	111	55	55	13	33	98	78	6	26	77	755	755	193	154	216	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01714	1	8	111	55	55	13	33	98	331	162	40	614	614	307	153	153	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01715	1	7	45	15	36	36	36	35	29	82	58	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01716	1	2	8	49	17	180	90	2	153	153	38	426	106	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01717	1	2	8	10	10	12	55	6	142	142	142	284	35	228	228	228	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01718	1	2	8	10	16	20	49	96	601	601	601	1203	601	601	601	601	601	300	300	150	150	18	108	54	533	66	UC	UC
AusGEM_01719	1	2	8	10	16	20	49	96	601	601	601	1203	601	601	601	601	601	300	300	150	150	18	UC	UC	UC	UC	UC	UC
AusGEM_01720	1	2	8	10	16	20	49	96	601	601	601	1203	601	601	601	601	601	300	300	150	150	18	108	54	UC	UC	UC	UC
AusGEM_01721	1	2	8	10	16	20	49	96	601	601	601	1203	601	601	601	601	601	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01722	1	2	8	10	16	20	49	96	601	601	601	1203	601	601	601	601	601	300	300	150	150	18	108	54	533	66	UC	UC
AusGEM_01723	1	2	8	10	16	20	49	96	89	89	901	901	901	900	900	900	900	900	900	900	900	450	450	450	225	56	145	UC
AusGEM_01724	1	2	8	10	16	20	49	96	89	89	901	901	901	900	900	900	900	900	900	900	900	450	450	450	225	56	145	UC
AusGEM_01725	1	2	8	10	16	20	49	96	89	89	901	901	901	900	900	900	900	900	900	900	900	450	450	450	225	56	UC	UC
AusGEM_01726	1	2	8	10	16	20	49	96	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01727	1	2	8	10	16	20	49	96	89	89	901	901	901	900	900	900	900	900	900	900	900	450	450	450	225	56	145	UC
AusGEM_01728	1	2	8	10	16	20	49	96	89	89	901	901	901	900	900	900	900	900	900	900	900	450	450	450	225	56	145	UC
AusGEM_01729	1	2	8	10	16	20	49	96	89	89	901	901	901	900	900	900	900	900	900	900	900	450	450	450	225	56	145	UC
AusGEM_01730	1	2	8	10	16	20	49	96	89	89	901	901	901	900	900	900	900	900	900	900	900	450	450	450	225	56	145	UC
AusGEM_01731	1	2	8	10	16	20	4	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01732	1	2	8	10	16	20	49	96	89	89	901	901	901	900	900	900	900	900	900	900	900	450	450	450	225	56	145	UC
AusGEM_01733	1	2	8	10	16	20	49	96	89	89	901	901	901	900	900	900	900	900	900	900	900	450	450	450	225	56	145	UC
AusGEM_01734	1	2	8	10	16	20	49	96	89	89	901	901	901	900	900	900	900	900	900	900	900	450	450	450	225	56	145	UC
AusGEM_01738	1	2	8	10	16	20	49	96	89	89	901	901	901	900	900	900	900	900	900	900	900	450	450	450	225	56	145	UC
AusGEM_01739	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	201	50	69	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01740	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	270	135	67	56	UC	UC	UC	UC	UC	UC	UC
AusGEM_01741	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	270	135	67	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01742	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01743	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	201	50	69	149	74	118	66	UC	UC	UC	UC
AusGEM_01744	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	201	50	69	149	74	118	66	279	67	138	UC
AusGEM_01745	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	201	50	69	149	74	118	66	279	67	138	UC
AusGEM_01746	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	201	50	69	149	74	118	595	595	595	148	UC
AusGEM_01747	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	201	50	69	149	74	118	66	279	67	UC	UC
AusGEM_01748	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	491	245	30	189	189	94	48	UC	UC	UC	UC
AusGEM_01749	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01750	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	130	353	353	88	88	22	505	505	505	126	UC
AusGEM_01751	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	112	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01752	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	195	48	48	135	33	82	41	119	119	UC	UC
AusGEM_01753	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01754	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	201	50	69	149	74	118	595	595	595	148	UC
AusGEM_01755	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	195	48	48	135	33	82	41	119	119	307	UC
AusGEM_01756	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	201	50	69	149	74	118	66	279	UC	UC	UC
AusGEM_01757	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	130	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01758	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	130	353	353	88	88	22	505	505	505	126	UC
AusGEM_01759	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01760	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	201	50	69	149	74	UC	UC	UC	UC	UC	UC
AusGEM_01761	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	201	50	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01762	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01763	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	195	48	48	135	33	82	41	UC	UC	UC	UC
AusGEM_01764	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01765	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	195	48	48	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01766	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	130	353	353	88	88	22	505	505	505	126	UC
AusGEM_01767	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	201	50	69	149	74	118	595	595	595	148	UC
AusGEM_01768	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	491	245	30	283	1135	1135	1135	567	567	567	UC
AusGEM_01769	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	195	48	48	135	33	82	41	119	119	307	UC
AusGEM_01770	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	491	245	30	283	1135	1135	1135	567	567	567	UC
AusGEM_01771	1	5	63	63	239	59	7	273	136	68	34	226	226	979	979	489	122	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01772	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	270	135	67	56	UC	UC	UC	UC	UC	UC	UC
AusGEM_01773	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	28	195	48	48	135	33	UC	UC	UC	UC	UC	UC
AusGEM_01774	1	1	70	141	283	283	283	141	141	35	121	513	256	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01775	1	1	70	141	283	283	283	141	141	35	10	74	80	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01776	1	1	70	141	283	283	283	141	141	35	10	74	80	247	247	247	247	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01777	1	1	70	141	283	283	283	141	141	35	10	256	128	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01778	1	14	3	171	171	85	331	165	330	165	162	332	551	551	1103	275	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01779	1	2	8	49	30	30	209	209	209	418	418	418	209	837	837	418	418	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01780	1	2	8	49	30	30	209	209	209	418	418	418	209	837	837	418	418	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01781	1	2	8	17	6	186	186	186	93	195	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01782	1	2	8	17	29	353	44	220	394	394	394	98	49	899	449	449	449	449	449	449	449	449	112	56	247	247	UC	UC
AusGEM_01783	1	2	8	17	29	353	44	220	394	394	394	98	49	899	449	449	449	449	449	449	449	449	112	56	300	300	37	UC
AusGEM_01784	1	2	8	17	29	353	44	220	394	394	394	98	49	899	449	449	449	449	449	449	449	449	112	56	300	300	37	UC
AusGEM_01785	1	2	8	17	29	353	44	220	394	394	394	98	49	899	449	449	449	449	449	449	449	449	112	56	247	247	UC	UC
AusGEM_01786	1	2	8	17	29	353	44	220	394	394	394	98	49	539	1077	1077	1077	67	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01787	1	2	8	17	29	353	44	220	394	394	394	98	49	539	1077	1077	1077	67	375	375	375	375	375	375	187	46	106	UC
AusGEM_01788	1	2	8	17	29	353	44	220	394	394	394	98	49	539	1077	1077	1077	67	375	375	375	375	375	375	187	46	106	UC
AusGEM_01789	1	2	8	17	29	353	44	220	394	394	394	98	49	539	1077	1077	1077	67	375	375	375	375	375	375	187	46	UC	UC
AusGEM_01790	1	2	8	17	29	353	44	220	394	394	394	98	49	539	1077	1077	1077	67	375	375	375	375	375	375	187	46	106	UC
AusGEM_01791	1	2	8	17	29	353	44	220	394	394	394	98	49	539	1077	1077	1077	67	375	375	375	375	375	375	187	46	106	UC
AusGEM_01792	1	2	8	17	29	353	44	220	394	394	394	98	49	539	1077	1077	1077	67	375	375	375	375	375	375	187	46	106	UC
AusGEM_01793	1	2	8	17	29	353	44	220	394	394	394	98	49	539	1077	1077	1077	67	375	375	375	375	375	375	187	46	106	UC
AusGEM_01794	1	2	8	17	29	353	44	220	394	394	394	98	49	539	1077	1077	1077	67	375	375	375	375	375	375	187	46	106	UC
AusGEM_01795	1	2	8	17	29	6	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01796	1	2	8	17	29	353	44	220	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01797	1	2	8	17	29	353	44	220	394	394	394	98	49	539	1077	1077	1077	67	375	375	375	375	375	375	187	46	106	UC
AusGEM_01798	1	2	8	17	29	353	44	220	394	394	394	98	49	539	1077	1077	1077	67	375	375	375	375	375	375	187	46	106	UC
AusGEM_01799	1	2	8	17	29	353	44	220	394	394	394	98	49	539	1077	1077	1077	67	375	375	375	375	375	375	187	46	106	UC
AusGEM_01800	1	2	8	17	29	353	44	220	394	394	394	98	49	539	1077	1077	1077	67	375	375	375	375	375	375	187	46	106	UC
AusGEM_01801	1	2	8	17	29	353	44	220	394	394	394	98	49	539	1077	1077	1077	67	375	375	375	375	375	375	187	46	106	UC
AusGEM_01802	1	3	95	94	94	94	188	188	753	753	753	376	1505	752	752	376	376	376	376	376	376	376	376	376	188	5	17	UC
AusGEM_01803	1	3	95	94	94	94	188	188	753	753	753	376	1505	752	752	376	376	376	376	376	376	376	376	376	188	5	17	UC
AusGEM_01804	1	3	95	94	94	94	188	188	753	753	753	376	1505	752	752	376	376	376	376	376	376	376	376	376	188	5	UC	UC
AusGEM_01805	1	2	8	49	30	176	2	221	110	221	110	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01806	1	7	45	12	34	8	93	23	171	171	171	171	85	225	70	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01807	1	3	105	52	26	173	173	173	173	173	173	535	535	535	1070	535	535	1071	1071	1071	1071	1071	1071	535	535	535	8	UC
AusGEM_01808	1	3	105	52	26	173	173	173	173	173	173	535	535	535	1070	535	535	1071	1071	1071	1071	1071	1071	535	535	535	8	UC
AusGEM_01809	1	5	83	166	166	332	332	166	665	332	332	1329	1329	664	332	664	664	332	332	332	332	332	332	332	166	83	UC	UC
AusGEM_01810	1	5	83	166	166	332	332	166	665	332	332	1329	1329	664	332	664	664	332	332	332	332	332	332	332	166	83	149	UC
AusGEM_01811	1	5	83	166	166	332	332	166	665	332	332	1329	1329	664	332	664	664	332	332	332	332	332	332	332	166	83	149	UC
AusGEM_01813	1	2	21	6	18	10	95	47	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01814	1	2	8	91	45	23	24	53	4	725	725	362	1449	1449	362	181	231	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01815	1	8	111	55	55	13	193	193	6	148	74	209	32	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01816	1	8	111	55	55	13	193	193	6	148	74	209	32	424	212	212	3	5	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01817	1	8	111	55	55	13	193	193	6	148	74	209	32	424	212	212	3	5	322	322	322	322	322	322	80	40	UC	UC
AusGEM_01818	1	8	111	55	55	13	193	193	6	148	74	209	32	424	212	212	2667	333	333	166	166	83	83	20	UC	UC	UC	UC
AusGEM_01819	1	8	111	55	55	13	193	193	6	148	74	209	32	424	212	212	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01820	1	8	111	55	55	13	193	193	6	148	74	209	1532	1532	1532	1532	1532	191	191	191	95	95	95	11	75	18	UC	UC
AusGEM_01821	1	8	111	55	55	13	193	193	6	148	74	209	32	424	212	212	3	5	322	322	322	322	322	322	80	40	UC	UC
AusGEM_01822	1	8	111	55	55	13	193	193	6	148	74	209	32	424	212	212	2667	333	333	166	166	83	83	20	UC	UC	UC	UC
AusGEM_01823	1	8	111	55	55	13	193	193	6	148	74	209	1532	1532	1532	1532	1532	191	191	191	95	95	95	11	75	18	UC	UC
AusGEM_01824	1	8	111	55	55	13	193	193	6	148	74	209	1532	1532	1532	1532	1532	191	191	191	95	95	95	11	UC	UC	UC	UC
AusGEM_01825	1	2	8	4	255	255	255	510	255	255	7	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01826	1	7	45	15	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01827	1	6	25	36	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01828	1	2	8	17	29	183	91	354	177	44	708	354	708	708	708	708	1417	708	708	354	354	354	354	354	354	354	88	UC
AusGEM_01829	1	2	8	17	29	183	91	354	177	44	708	354	708	708	708	708	1417	708	708	354	354	354	354	354	354	354	88	UC
AusGEM_01830	1	2	8	17	29	183	91	354	177	44	708	354	708	708	708	708	1417	708	708	354	354	354	354	354	354	354	88	UC
AusGEM_01831	1	7	45	12	34	8	93	23	74	139	376	188	720	720	720	720	1440	1440	1440	720	720	360	360	360	360	360	360	UC
AusGEM_01832	1	7	45	12	34	8	93	23	74	139	376	188	720	720	720	720	1440	1440	1440	720	720	360	360	360	360	360	360	UC
AusGEM_01833	1	7	45	15	36	36	36	35	23	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01834	1	7	45	12	54	355	355	355	355	355	355	355	355	144	36	546	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01835	1	7	45	12	54	355	355	355	355	355	355	355	355	144	36	546	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01836	1	7	45	12	54	355	355	355	355	355	355	355	355	144	36	546	774	774	774	774	387	387	387	387	193	96	24	UC
AusGEM_01837	1	7	45	12	54	355	355	355	355	355	355	355	355	144	36	546	774	774	774	774	387	387	387	387	193	96	24	UC
AusGEM_01838	1	2	8	4	255	255	255	510	255	255	7	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01839	1	7	45	22	19	182	1	21	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01840	1	7	45	12	300	300	300	300	300	300	300	300	79	464	232	102	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01841	1	2	8	91	45	23	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01842	1	2	8	10	10	12	55	6	43	77	5	57	88	3	88	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01843	1	7	45	46	119	2	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01844	1	7	45	12	33	16	211	52	589	589	589	1179	589	589	589	1179	669	334	334	167	167	167	167	83	UC	UC	UC	UC
AusGEM_01845	1	7	45	12	33	16	211	52	589	589	589	1179	589	589	589	1179	669	334	334	167	167	167	167	83	UC	UC	UC	UC
AusGEM_01846	1	7	45	12	33	16	211	52	589	589	589	1179	589	589	589	1179	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01847	1	2	8	10	16	20	49	239	239	239	239	239	119	477	477	238	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01848	1	2	8	10	16	20	49	239	239	239	239	239	119	477	477	238	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01849	1	7	45	46	119	17	104	66	33	46	54	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01850	1	7	45	22	1	3	47	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01851	1	7	45	46	151	151	151	151	302	302	151	302	151	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01853	1	2	8	10	10	46	13	17	213	213	3	81	759	759	759	759	759	759	759	759	759	759	759	379	94	621	310	UC
AusGEM_01854	1	2	8	10	10	46	13	17	213	213	3	81	759	759	759	759	759	759	759	759	759	759	759	379	94	149	UC	UC
AusGEM_01855	1	2	8	10	10	46	13	17	213	213	3	81	759	759	759	759	759	759	759	759	759	759	759	379	94	621	310	UC
AusGEM_01856	1	2	8	10	10	46	13	17	213	213	3	81	759	759	759	759	759	759	759	759	759	759	759	379	94	149	877	UC
AusGEM_01857	1	2	8	10	10	46	13	17	213	213	3	81	759	759	759	759	759	759	759	759	759	759	759	379	94	149	877	UC
AusGEM_01858	1	2	8	10	10	46	13	17	213	213	3	81	759	759	759	759	759	759	759	759	759	759	759	379	94	149	877	UC
AusGEM_01859	1	2	8	10	16	20	108	367	183	183	183	91	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01860	1	2	50	24	14	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01861	1	2	8	17	6	22	61	30	185	23	302	604	302	302	151	1211	337	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01862	1	2	8	10	16	20	49	96	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01863	1	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01864	1	2	21	152	304	304	304	304	608	608	608	608	608	304	304	608	608	304	304	304	304	304	304	304	152	76	2	UC
AusGEM_01865	1	2	21	152	304	304	304	304	608	608	608	608	608	304	304	608	608	304	304	304	304	304	304	304	152	76	2	UC
AusGEM_01866	1	2	8	91	45	23	24	134	134	134	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01868	1	7	45	2	263	263	263	526	526	526	1053	1053	1053	1053	2107	2107	2107	1053	1053	1053	526	526	526	526	526	131	65	UC
AusGEM_01869	1	7	45	2	263	263	263	526	526	526	1053	1053	1053	1053	2107	2107	2107	1053	1053	1053	526	526	526	526	526	131	65	UC
AusGEM_01870	1	7	45	2	7	162	40	40	182	91	191	32	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01871	1	7	45	46	119	43	195	24	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01872	1	2	8	10	10	12	55	63	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AusGEM_01873	1	2	8	10	10	12	19	14	147	73	36	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
